Minimum_HR,Maximum_HR,Average_HR,Delta_HR,Standard_Dev_SC,Maximum_SC,Average_SC,Sum_SC,Activity
50,132,111.986111111111,-15,7.63790375751449,20.984375,13.9416728313092,5005.06054644,Walking Dog Walking
66,138,106.208178438662,-39,8.65613914671282,22.47460937,12.4535768413433,3337.55859348,Walking Dog Walking
76,138,114.425925925926,7,7.18916633683134,22.21875,14.4657948991078,3891.29882786,Walking Dog Walking
62,160,108.060317460317,0,7.98575102113323,37.70507812,13.7392189972496,8641.96874927,Walking Dog Walking
62,138,107.192200557103,40,6.45387304033513,21.0546875,15.4117001998324,5517.38867154,Walking Dog Walking
66,126,93.4312267657993,25,8.45334623572599,23.78320312,9.51705340384328,2550.57031223,Walking Dog Walking
64,116,97.7333333333333,-1,8.92639359845476,20.5859375,7.63992187433333,1145.98828115,Walking Dog Walking
67,136,105.777777777778,16,7.32031672190198,21.09375,14.4473856483799,2586.08203106,Walking Dog Walking
79,117,105.833333333333,-19,8.49122415457891,17.98242187,7.88281249916667,94.59374999,Walking Dog Walking
102,178,142.416666666667,-12,5.54870172072692,21.31835937,16.8879882805,2026.55859366,Walking Dog Walking
66,125,96.5722222222222,37,8.53253948513587,21.53515625,9.12962639586592,1634.20312486,Walking Dog Walking
60,149,106.609665427509,17,6.72798281750123,23.359375,14.665082788097,3930.24218721,Walking Dog Walking
65,137,112.019015659955,-40,6.37453033397771,45.52734375,15.8985602542424,14165.61718653,Walking Dog Walking
69,126,97.2240802675585,26,8.33848404749561,24.74414062,5.63749608020067,1685.61132798,Walking Dog Walking
85,115,98.0185185185185,21,8.48009599195738,22.40234375,13.0904947909259,706.88671871,Walking Dog Walking
95,138,114.076923076923,37,8.42994463560539,23.359375,12.8936512697802,1173.32226555,Walking Dog Walking
80,116,101.05,-13,8.73695301431614,21.65625,10.4124023428333,624.74414057,Walking Dog Walking
76,114,92.2008368200837,1,5.51754947103638,33.3984375,14.1088251695378,3357.90039035,Walking Dog Walking
57,82,69.3111111111111,9,5.71935083122176,43.6484375,1.00581597222222,90.5234375,Walking Dog Walking
96,127,110.428571428571,27,8.67323545201021,20.5078125,6.49646577309524,272.85156247,Walking Dog Walking
68,130,104.648351648352,17,2.9929020671471,12.38671875,0.796332465111111,71.66992186,Walking Dog Walking
97,122,106.945945945946,-22,8.90631789517418,19.27148437,10.5580658778378,390.64843748,Walking Dog Walking
60,88,69.5425925925926,-8,0,0,0,0,Walking Dog Walking
51,199,117.313453536755,12,7.72659165866261,23.94335937,7.47000499776078,5370.93359339,Walking Dog Walking
71,139,115.237918215613,5,6.69180089142454,22.77539062,12.1576856910821,3258.25976521,Walking Dog Walking
50,138,116.670951156812,20,7.51027628720256,22.33007812,7.89898115239691,3064.80468713,Walking Dog Walking
84,114,101.15,5,8.73500557273321,21.5859375,10.6621907544167,1279.46289053,Walking Dog Walking
78,114,94.6444444444444,2,8.56565025286993,30.53710937,10.4578651669663,930.74999986,Walking Dog Walking
76,115,92.9516728624535,34,6.97826288590213,21.19140625,3.92410506003731,1051.66015609,Walking Dog Walking
74,120,90.7019867549669,-13,6.45242064304126,20.78125,2.76723958293333,415.08593744,Walking Dog Walking
71,154,124.912863070539,12,2.36621443498697,21.6015625,19.0072184230833,4561.73242154,Walking Dog Walking
75,133,121.171428571429,16,5.88171954280774,21.66992187,17.1281119158852,3579.77539042,Walking Dog Walking
57,114,76.3666666666667,-15,2.32953227562511,16.6796875,0.392261904714286,82.37499999,Walking Dog Walking
118,164,135.747081712062,4,6.73467897336752,22.21875,16.897928318677,4342.7675779,Walking Dog Walking
61,95,75.9017094017094,-17,0,0,0,0,Walking Dog Walking
71,178,126.295833333333,47,6.78034724364325,21.6015625,16.7834401142259,4011.2421873,Walking Dog Walking
68,130,87.8197183098592,-1,3.78248737363667,19.3359375,0.995337879519774,352.34960935,Walking Dog Walking
79,132,116.645161290323,51,3.67129844879918,20.984375,18.1805004210811,3363.3925779,Walking Dog Walking
69,130,120.590604026846,56,4.66650806382026,20.984375,17.7812895889189,2631.63085916,Walking Dog Walking
63,101,86.4166666666667,20,5.34607146269079,18.45703125,14.4218424458333,865.31054675,Walking Dog Walking
82,133,115.933333333333,7,4.47700163214853,21.53320312,18.55665690025,2226.79882803,Walking Dog Walking
73,139,110.459016393443,-14,5.67303033534848,22.40234375,18.7858606542623,1145.93749991,Walking Dog Walking
55,134,81.8,53,2.73921947484792,41.765625,20.1714975045378,2400.40820304,Walking Dog Walking
82,135,115.658333333333,1,5.94799284848766,21.515625,18.0012858054167,2160.15429665,Walking Dog Walking
92,126,102.691666666667,8,3.62626592554038,22.546875,19.6649323782353,2340.12695301,Walking Dog Walking
74,144,120.416666666667,28,4.69736419396536,22.0078125,18.6365288620833,1341.83007807,Walking Dog Walking
70,130,109.641666666667,25,4.42789035675147,22.69140625,18.7081542955,2244.97851546,Walking Dog Walking
80,130,109.641666666667,18,2.46438571653808,22.078125,19.6691012333613,2340.62304677,Walking Dog Walking
69,124,104.483146067416,28,6.30449722944033,21.8671875,17.5955933978652,1566.00781241,Walking Dog Walking
75,114,94.1311475409836,-6,8.68545642330977,21.46484375,12.8540919559016,784.09960931,Walking Dog Walking
81,134,104.933333333333,28,4.90784188350981,21.328125,18.0151162009244,2143.79882791,Walking Dog Walking
88,114,99.2222222222222,-7,5.71392148139426,22.0078125,17.1267578102222,1541.40820292,Walking Dog Walking
69,112,93.587037037037,-28,0,0,0,0,Walking Dog Walking
75,119,102.291666666667,-15,7.00888765380183,32.375,15.301148991841,3656.97460905,Walking Dog Walking
75,143,110.778395552025,-7,6.88312111489032,24.74414062,3.99093469806375,5008.62304607,Walking Dog Walking
98,147,112.788235294118,28,6.49053987272969,20.91796875,4.19156900952381,352.0917968,Walking Dog Walking
58,118,88.9680555555556,-30,3.99646682039809,33.73046875,0.957033970083565,687.15039052,Walking Dog Walking
60,131,100.582222222222,-20,7.26685289012962,22.47070312,11.5293099529018,5165.1308589,Walking Dog Walking
89,133,117.158333333333,24,2.25358069351847,21.53320312,19.3129394514167,2317.55273417,Walking Dog Walking
81,124,107.744360902256,7,5.89794394799758,22.078125,17.8171608648485,2351.86523416,Walking Dog Walking
96,135,115.641666666667,11,3.44604731314242,21.60742187,18.7204427070833,2246.45312485,Walking Dog Walking
84,128,109.416666666667,16,8.34420599651928,21.12304687,14.7567382791667,885.40429675,Walking Dog Walking
83,130,113.033333333333,18,1.85529454335975,12.91992187,0.278450520666667,25.06054686,Walking Dog Walking
74,122,93.3296089385475,18,7.02949926471502,23.90625,4.29204705022472,763.98437494,Walking Dog Walking
61,125,99.9555555555555,4,7.83388578930095,30.640625,7.2143110786642,3888.5136714,Walking Dog Walking
74,127,104.082191780822,0,7.07571386503203,27.59765625,4.65732020465753,339.98437494,Walking Dog Walking
63,148,94.358024691358,-34,7.08833110212976,28.08984375,3.91267017293317,3161.43749973,Walking Dog Walking
68,123,89.137037037037,-10,7.6972111516973,24.36328125,7.92848808482375,4273.45507772,Walking Dog Walking
74,136,109.5625,43,9.00789220825845,20.65234375,11.3949811835602,2176.44140606,Walking Dog Walking
58,141,106.174074074074,23,9.63420966631221,41.5703125,12.4991650200929,6724.55078081,Walking Dog Walking
86,130,119.366666666667,35,10.8325800412929,40.95898437,20.3068098951333,3046.02148427,Walking Dog Walking
78,134,106.404255319149,4,9.31104426799499,21.25976562,8.47414394885107,1991.42382798,Walking Dog Walking
74,140,124,13,7.40376924015098,22.265625,14.2811903614886,3741.67187471,Walking Dog Walking
93,127,105.813725490196,-7,1.74972982077808,17.671875,0.173808976666667,17.72851562,Walking Dog Walking
99,137,117.59649122807,15,1.88102619346567,25.6953125,18.5048828113158,2109.55664049,Walking Dog Walking
84,110,97.3833333333333,12,0,0,0,0,Walking Dog Walking
74,125,104.194444444444,2,4.10004962626863,16.40625,1.27229817688889,229.01367184,Walking Dog Walking
58,119,99.4583333333333,-45,2.76337005792732,17.578125,0.531151935104602,126.94531249,Walking Dog Walking
98,136,117.191666666667,10,7.25413068676403,19.98046875,14.9834635405833,1798.01562487,Walking Dog Walking
64,138,112.441666666667,1,5.96036328554787,19,2.97387079789916,353.89062495,Walking Dog Walking
59,111,90.9668508287293,-7,3.54999350381309,18.1640625,0.9747612845,175.45703121,Walking Dog Walking
58,111,87.4266666666667,-32,0,0,0,0,Walking Dog Walking
55,142,102.285714285714,53,7.57470192041327,17.671875,5.82886983525424,687.80664056,Walking Dog Walking
82,139,114.514522821577,11,7.9857283991127,18.1640625,7.4184225873444,1787.83984355,Walking Dog Walking
71,144,109.227777777778,11,7.52496420960175,22.48828125,4.60430993183844,1652.94726553,Walking Dog Walking
84,143,123.094444444444,35,8.22296197154495,40.4765625,13.9885416652778,2517.93749975,Walking Dog Walking
114,147,132.429752066116,-13,8.14431345267182,22.21875,12.358955318843,1495.43359358,Walking Dog Walking
122,144,138.440677966102,16,4.59953699717775,21.8671875,17.4814287588136,1031.40429677,Walking Dog Walking
108,134,126.316666666667,11,5.3052016222722,20.91796875,16.4089843736667,984.53906242,Walking Dog Walking
73,130,107.626666666667,6,5.76820329621943,19.4375,14.3320574649664,2135.47656228,Walking Dog Walking
70,135,114.008333333333,19,8.96810049974133,22.1171875,8.20397489464435,1960.74999982,Walking Dog Walking
70,137,121.791666666667,-9,6.76581433737198,20.984375,16.2584472641667,1951.0136717,Walking Dog Walking
101,140,124.669421487603,-15,5.14709999868592,20.43945312,16.595089744876,2008.00585913,Walking Dog Walking
94,138,118.558333333333,27,3.84426911742385,20.453125,16.3726562485,1964.71874982,Walking Dog Walking
68,146,120.633333333333,-2,6.46968044335136,21.0234375,15.7583927159414,3766.25585911,Walking Dog Walking
106,133,116.966666666667,-7,6.78538782768982,21.19140625,14.8543131498333,1782.51757798,Walking Dog Walking
97,138,117.216666666667,-31,5.7252830395289,21.328125,16.2311088487395,1931.501953,Walking Dog Walking
99,180,136.876666666667,61,8.62558603143894,22.4140625,12.9344075508667,3880.32226526,Walking Dog Walking
100,142,119.563535911602,16,9.3385423594185,21.0234375,9.4039731518232,1702.11914048,Walking Dog Walking
118,144,134.141666666667,-16,5.49949016459827,21.8671875,17.7013509105,2124.16210926,Walking Dog Walking
84,130,111.732804232804,-1,1.76015801232886,19.91601562,17.8705808592043,6737.20898392,Walking Dog Walking
70,126,104.033472803347,28,5.17565478203349,20.43945312,16.4256335334034,3909.30078095,Walking Dog Walking
60,90,68.3333333333333,1,0,0,0,0,Walking Dog Walking
48,106,70.4463276836158,36,2.17499341452789,13.01953125,0.405598958248588,71.79101561,Walking Dog Walking
66,109,96.2729805013928,-5,5.24496741116283,25.44726562,16.4590607523464,5892.34374934,Walking Dog Walking
67,115,101.290858725762,25,4.28301771402363,34.22460937,17.1606879328889,6177.84765584,Walking Dog Walking
46,121,108.237654320988,19,6.75558227789358,19.625,14.1590350102469,4587.52734332,Walking Dog Walking
92,124,105.490066225166,0,0.751177879129512,20.78515625,18.7467922172185,2830.7656248,Walking Dog Walking
55,122,96.3611111111111,-13,4.8653967839475,20.23828125,16.2889373676602,5847.72851499,Walking Dog Walking
66,140,112.878873239437,-4,4.86282202177054,22.61914062,18.3335760929096,6490.08593689,Walking Dog Walking
56,120,99.7916666666667,19,6.44655493351719,20.71289062,14.7915324672423,5310.16015574,Walking Dog Walking
69,161,120.816666666667,-28,8.46076755033908,19.3125,10.0855360232222,1815.39648418,Walking Dog Walking
73,141,106.490022172949,0,2.18856685420009,21.19140625,18.7258897553111,8426.65038989001,Walking Dog Walking
59,171,118.409523809524,75,4.2953868000061,38.72070312,18.3472170296651,3834.5683592,Walking Dog Walking
65,125,109.147222222222,17,4.08469541717778,21.46484375,18.1456900671588,6514.30273411,Walking Dog Walking
70,128,105.869806094183,-7,4.51038322202073,22.1484375,18.5615533588858,6663.59765584,Walking Dog Walking
83,138,114.371727748691,47,9.22276588239689,21.66992187,12.3518181436649,2359.19726544,Walking Dog Walking
74,135,108.281609195402,-25,9.68167900724427,21.66992187,11.6950767775287,2034.94335929,Walking Dog Walking
98,132,120.333333333333,25,2.42987994561567,20.23828125,18.116861978,1087.01171868,Walking Dog Walking
106,126,118.977777777778,1,2.06254995189501,21.1171875,18.6652560752222,1679.87304677,Walking Dog Walking
107,131,122.571428571429,5,2.88424685866521,21.25976562,18.5544514067033,1688.45507801,Walking Dog Walking
82,110,99.3533333333333,5,3.28916753323782,19.0625,16.0083984361333,2401.25976542,Walking Dog Walking
73,117,98.3802083333333,23,3.46256769310827,19.4375,16.3331502265104,3135.96484349,Walking Dog Walking
64,126,92.7763157894737,28,6.55123945619662,24.6875,13.5620202840789,3092.14062477,Walking Dog Walking
60,119,97.7,-19,6.0164908328809,19.7890625,14.1194730708511,4645.30664031,Walking Dog Walking
74,103,90.1987179487179,-8,4.47751127293933,20.43945312,15.2485131033548,2363.51953102,Walking Dog Walking
77,124,104.182266009852,2,3.43741226857386,21.796875,15.6986454429851,3155.42773404,Walking Dog Walking
61,122,95.0878661087866,19,6.52868669693,19.1328125,13.2049222018908,3142.77148405,Walking Dog Walking
84,127,98.4615384615385,4,4.43146337890372,19.7890625,15.3080929472436,2388.06249977,Walking Dog Walking
75,118,100.515151515152,-4,3.46635912745402,20.43945312,16.2951610315306,3193.85156218,Walking Dog Walking
61,132,90.1621621621622,1,7.31444525001417,22.33007812,12.5145727339147,3228.75976535,Walking Dog Walking
67,105,90.2916666666667,11,4.91740609787265,23.94335937,14.9260719465581,3209.10546851,Walking Dog Walking
63,107,89.963963963964,-15,5.12887272920032,18.515625,14.5384554464414,3227.53710911,Walking Dog Walking
87,123,104.736111111111,18,4.57353228063186,36.09375,16.01353624,2305.94921856,Walking Dog Walking
71,119,99.9814814814815,-22,4.58372509693383,20.953125,15.1043150425116,3247.42773414,Walking Dog Walking
47,127,99.8675213675214,-16,6.57223533463012,19.27148437,13.196030314188,3087.87109352,Walking Dog Walking
86,160,104.834254143646,-33,6.8803666214471,19.07226562,3.38119388773481,611.99609368,Walking Dog Walking
74,144,119.572222222222,9,7.8523298277264,21.53515625,8.78601584172702,3154.17968718,Walking Dog Walking
105,167,126.911111111111,25,2.47208620298805,21.25976562,17.3991319428889,1565.92187486,Walking Dog Walking
78,132,113.122222222222,-22,7.85691982490956,20.5078125,11.9200550418182,1048.96484368,Walking Dog Walking
73,134,116.414364640884,20,6.15989470487293,21.19140625,14.7383246515556,2652.89843728,Walking Dog Walking
76,136,119.55,-29,8.68012954832387,31.3828125,10.3398655718436,1850.83593736,Walking Dog Walking
92,141,118.833333333333,15,5.518423652726,20.8828125,14.7557454415833,1770.68945299,Walking Dog Walking
110,137,127.165289256198,16,4.72565740676323,20.8828125,16.1850626280165,1958.39257799,Walking Dog Walking
104,126,116.864406779661,-5,4.85095940237467,16.03125,2.0088387179661,118.52148436,Walking Dog Walking
78,149,125.5,31,9.34234945342633,23.515625,13.4541237567045,1183.96289059,Walking Dog Walking
58,166,121.610738255034,-64,7.00790730198556,19.98046875,4.09216390489933,609.73242183,Walking Dog Walking
97,139,118.234636871508,18,5.04852998573028,27.84375,15.8689878659777,2840.54882801,Walking Dog Walking
107,134,119.307692307692,12,8.33478439363415,20.30273437,11.1325120185714,1013.05859369,Walking Dog Walking
105,150,130.505617977528,28,6.42893748636952,20.30273437,15.6374209964045,1391.73046868,Walking Dog Walking
67,132,102.422916666667,-1,4.09103516150043,29.625,17.4418099218789,8354.62695258001,Walking Dog Walking
96,123,108.40782122905,15,3.47436765422336,19.40039062,16.9700484451397,3037.63867168,Walking Dog Walking
67,156,107.782729805014,2,4.38365731607155,19.98828125,15.1312696942577,5401.86328085,Walking Dog Walking
73,135,109.083333333333,30,7.08671725775579,26.953125,11.823201154958,1406.96093744,Walking Dog Walking
58,139,90.4,-2,3.00845547066954,15.640625,0.681032986,122.58593748,Walking Dog Walking
63,144,114.149253731343,-35,6.17476795281847,21.0234375,14.9902043253846,974.36328115,Walking Dog Walking
59,134,89.9370529327611,0,3.38008270653186,21.5859375,0.826536159325681,576.09570305,Walking Dog Walking
69,154,110.103969754253,6,7.77935422372388,19.72265625,11.4620233921252,6040.48632765,Walking Dog Walking
51,137,99.6194444444444,-16,3.46114715481961,19.85546875,0.889333812635983,637.65234366,Walking Dog Walking
62,178,115.680373831776,-78,8.15449949386244,21.0234375,10.9208086590432,5820.79101527,Walking Dog Walking
61,166,113.079051383399,30,6.46228338463848,30.46875,19.123163130754,4819.03710895,Walking Dog Walking
59,178,110.265193370166,48,4.65373067263483,19.8125,15.9645616302778,2873.62109345,Walking Dog Walking
63,141,103.077348066298,24,5.94401205853856,27.72265625,16.1851670989445,2913.33007781,Walking Dog Walking
66,178,110.742489270386,99,8.70913082862317,38.671875,19.3205220610301,4501.68164022,Walking Dog Walking
56,145,104.947368421053,60,9.39537846261458,40.95898437,18.5017870219062,6309.10937447,Walking Dog Walking
65,144,100.141666666667,-2,10.7003023388906,39.86328125,18.5891854525905,6673.51757748,Walking Dog Walking
73,129,103.464912280702,9,5.44565646315685,37.52929687,15.9714483947807,3641.49023401,Walking Dog Walking
56,140,108.196428571429,45,3.8257162085819,29.75,17.3211287296418,5802.57812443,Walking Dog Walking
63,106,84.8446601941748,26,4.22856494107475,22.734375,16.7284007338235,1706.29687485,Walking Dog Walking
57,124,92.2731481481482,15,5.39789792632902,27.40234375,15.4140986674537,3329.44531217,Walking Dog Walking
69,124,99.5958333333333,-17,8.68940467111762,37.375,10.3381276138494,2470.81249971,Walking Dog Walking
64,127,104.6,27,4.02262197756091,21.66992187,17.3009006063333,3114.16210914,Walking Dog Walking
72,132,102.523148148148,2,7.3517024269395,37.29101562,16.1232376439535,3466.49609345,Walking Dog Walking
74,220,157.914163090129,27,2.68669840793026,26.5390625,22.0389446369828,5113.03515578,Walking Dog Walking
66,113,95.1015228426396,19,6.09154175013296,37.171875,18.1386718736225,3555.17968723,Walking Dog Walking
66,118,90.2222222222222,21,6.82061067235287,37.66015625,16.6145471630556,1794.37109361,Walking Dog Walking
60,136,108.915094339623,37,4.5480430625586,38.75976562,18.5066048878864,5866.59374946,Walking Dog Walking
72,132,112.703703703704,24,5.16952686547405,40.2421875,17.8551290746584,2874.67578102,Walking Dog Walking
75,128,103.732342007435,41,3.58015261463572,37.29101562,17.38048907829,4675.35156206,Walking Dog Walking
74,128,108.107843137255,34,4.30245936335388,36.21875,17.7022058806863,1805.62499983,Walking Dog Walking
76,134,108.700460829493,-2,5.42172019432849,20.49609375,15.7314181842593,3397.9863278,Walking Dog Walking
61,144,104.780096308186,62,4.22338181426538,35.796875,16.6220435770854,10322.28906137,Walking Dog Walking
70,124,103.824074074074,52,8.12957302783666,23.75,4.82719364828704,1042.67382803,Walking Dog Walking
100,156,142.076923076923,33,2.44387035015066,24.6640625,21.1801167575824,1927.39062494,Walking Dog Walking
70,129,99.3444444444444,35,8.80774229835318,20.51953125,8.64787326355555,778.30859372,Walking Dog Walking
76,136,125.752808988764,16,3.19952549960132,22.078125,18.8747780531818,1660.98046868,Walking Dog Walking
132,172,155.344444444444,-21,6.22600586580504,29.9609375,18.5035373252222,1665.31835927,Walking Dog Walking
80,85,82.7,2,0,0,0,0,Walking Dog Walking
94,146,131.288888888889,30,8.62613090522195,24.53125,17.0831163182222,1537.48046864,Walking Dog Walking
104,133,121.685393258427,4,3.31211011238095,21.65625,18.6172094433708,1656.93164046,Walking Dog Walking
112,143,131.855555555556,-7,5.27005631706938,21.46484375,17.9463324636667,1615.16992173,Walking Dog Walking
67,102,85.876404494382,-11,1.9507329650743,13.40625,0.294504915730337,26.2109375,Walking Dog Walking
77,142,113.013908205841,-23,8.68364733950132,28.54882812,12.4747510231799,8944.39648362001,Walking Dog Walking
93,147,123.143835616438,-10,4.60678970561261,22.69140625,18.4192335865218,8049.20507731001,Walking Dog Walking
101,133,117.933333333333,-12,8.50996298228873,19.91601562,8.55174696083333,1539.31445295,Walking Dog Walking
74,133,115.586715867159,37,6.06533010936767,21.6015625,16.455656827037,4443.0273433,Walking Dog Walking
78,129,114.525,30,3.77922567608513,21.53320312,18.9952799460833,2279.43359353,Walking Dog Walking
99,129,115.016759776536,4,4.56412417104162,20.51953125,16.2168732527374,2902.82031224,Walking Dog Walking
75,124,104.211111111111,11,8.34070834570875,23.359375,10.9545789916111,1971.82421849,Walking Dog Walking
98,131,113.188888888889,-4,7.80455267000374,20.71875,14.00751953,2521.3535154,Walking Dog Walking
93,126,110.060869565217,-1,8.6210883686926,19.27148437,7.56919887517544,862.88867177,Walking Dog Walking
95,136,119.361111111111,15,6.15635047658576,21.60742187,16.9369357623889,3048.64843723,Walking Dog Walking
73,126,106.495867768595,25,8.87684982033224,20.51953125,10.566228692562,1278.5136718,Walking Dog Walking
47,128,104.960893854749,-33,9.14289733364751,20.43164062,9.49151816966292,1689.4902342,Walking Dog Walking
71,124,96.241610738255,11,8.81388329089346,20.5859375,7.1414770338255,1064.08007804,Walking Dog Walking
77,136,120.799163179916,-12,6.35124449128944,23.453125,18.3598755892017,4369.65039023,Walking Dog Walking
99,134,117.828571428571,-3,6.49502767327851,20.984375,15.7831380195238,3314.4589841,Walking Dog Walking
77,134,114.762081784387,-9,6.3248546345428,22.8359375,17.4018554671269,4663.69726519,Walking Dog Walking
90,134,109.894444444444,-17,7.51905241555901,19.98828125,12.7915690088889,2302.4824216,Walking Dog Walking
90,137,114.144444444444,-10,9.23186103582676,20.5078125,10.1814127598333,1832.65429677,Walking Dog Walking
70,182,145.991111111111,50,4.35434418001729,22.265625,18.6210284997773,8360.8417964,Walking Dog Walking
76,132,115.15,-22,4.80663534071977,21.39648437,17.9900707037989,3220.22265598,Walking Dog Walking
82,133,120.502762430939,31,5.47397267961997,21.46484375,17.584674981326,3182.82617162,Walking Dog Walking
70,137,117.7125,9,4.84630583648153,20.91796875,17.7078402837239,4232.17382781,Walking Dog Walking
93,125,114.166666666667,-2,4.23511498942564,21.1640625,16.784830728,3524.81445288,Walking Dog Walking
74,176,134.591078066914,95,3.13682512191679,21.19140625,18.7152737272015,5015.69335889,Walking Dog Walking
47,173,119.990264255911,-68,8.47482031856185,21.31835937,7.56680996780727,5417.83593695,Walking Dog Walking
73,132,99.7766990291262,-10,8.41767000236308,22.0078125,7.18815285477716,5161.09374973,Walking Dog Walking
66,134,97.3037037037037,-15,7.59342586693815,20.64453125,6.04156017604089,3250.35937471,Walking Dog Walking
73,174,101.541666666667,4,6.91614505223484,21.39648437,3.9575698551532,1420.767578,Walking Dog Walking
60,152,103.172222222222,14,8.17842831320653,20.04492187,10.071621856648,1802.82031234,Walking Dog Walking
73,132,95.5961002785515,14,8.16125523957555,21.0546875,10.0122370362291,3584.38085897,Walking Dog Walking
59,134,97.2388888888889,19,8.24691560159803,19.91601562,10.3962069109192,3732.23828102,Walking Dog Walking
69,130,98.6072423398329,-15,8.78273036264941,21.0546875,8.55033934100559,3061.02148408,Walking Dog Walking
106,166,128.00796812749,-11,0.943550698715054,21.66992187,19.5948782981673,4918.31445284,Walking Dog Walking
75,170,136.54,75,2.99801939829967,21.328125,18.9881239501342,5658.46093714,Walking Dog Walking
68,92,78.8125,-9,0,0,0,0,Walking Dog Walking
76,137,121.924210526316,28,5.66059847728862,21.6015625,17.7283837670886,8403.2539056,Walking Dog Walking
63,105,79.3222222222222,21,3.70762071352359,24.4453125,0.847157117944444,152.48828123,Walking Dog Walking
86,128,105.711111111111,-7,7.16589305621633,19.3125,14.0688585056667,1266.19726551,Walking Dog Walking
71,100,80.1413043478261,-5,3.27647622850142,18.28125,0.695227272581818,191.18749996,Walking Dog Walking
75,154,115.007407407407,-4,6.54250209691162,21.12304687,16.3440331658364,4396.54492161,Walking Dog Walking
76,92,82.1878453038674,1,0,0,0,0,Walking Dog Walking
74,143,123.217877094972,5,4.78292205999434,23.08203125,18.9191384167797,3348.68749977,Walking Dog Walking
94,135,119.569060773481,-31,6.86273870726686,21.39648437,16.3293983067403,2955.62109352,Walking Dog Walking
73,108,91.8888888888889,0,5.90365960620929,23.99414062,19.0562440496447,3754.08007778,Walking Dog Walking
75,142,120.688888888889,44,4.98248695207298,22.33984375,17.3362757492737,3103.19335912,Walking Dog Walking
64,150,115.883977900552,3,4.63656976282564,22.4140625,16.8362196166667,3030.519531,Walking Dog Walking
102,177,157.362126245847,52,2.15555396601821,21.39648437,18.9448907277409,5702.41210905,Walking Dog Walking
78,135,117.729805013928,3,5.72691148482096,21.7265625,11.9418972582402,4275.19921845,Walking Dog Walking
52,172,114.880886426593,15,8.14742841439975,21.1640625,12.5310980895833,4511.19531225,Walking Dog Walking
86,116,106.594444444444,27,1.61905852213666,21.53320312,18.8972873251111,3401.51171852,Walking Dog Walking
67,126,110.411764705882,-26,7.34352727709208,36.79101562,17.0717856184746,2014.47070298,Walking Dog Walking
109,134,118.961111111111,0,2.85075728064542,22.76367187,19.0922092003889,3436.59765607,Walking Dog Walking
106,141,126.005524861878,16,2.47446282135846,22.19140625,19.4664388012778,3503.95898423,Walking Dog Walking
50,121,95.5882352941177,51,6.6290017078413,20.8828125,3.53394170142857,420.53906247,Walking Dog Walking
77,142,110.101123595506,-23,5.79330025051077,22.18554687,17.0516371123034,3035.19140599,Walking Dog Walking
72,126,101.391666666667,8,10.2051004190389,34.17773437,12.9071451816667,1548.8574218,Walking Dog Walking
78,163,114.625,-3,8.99030497441526,30.7734375,16.791455077,2014.97460924,Walking Dog Walking
61,130,100.155172413793,-4,7.50313099874681,38.671875,16.5727285031792,2867.08203105,Walking Dog Walking
61,133,100.008333333333,23,6.11999122886839,22.76367187,17.9294084805882,2133.59960919,Walking Dog Walking
59,125,95.0333333333333,-26,9.51410430380109,22.69921875,9.94459635341667,1193.35156241,Walking Dog Walking
60,122,85.0861111111111,1,3.99461752737481,19.19335937,1.00743060396648,360.66015622,Walking Dog Walking
76,125,100.3,5,8.58869487121096,21.234375,10.5402278094118,1254.28710932,Walking Dog Walking
66,130,102.033613445378,-22,8.32275890219112,22.2578125,5.10349921193277,607.31640622,Walking Dog Walking
52,127,109.437086092715,12,8.96242388288822,21.796875,8.88934447384106,1342.29101555,Walking Dog Walking
81,125,107.916666666667,-32,8.61495941269186,22.1484375,10.7768513647059,1282.4453124,Walking Dog Walking
72,126,107.766666666667,12,6.64558574343676,22.33007812,16.3254882801667,1959.05859362,Walking Dog Walking
92,126,112.670391061453,-18,7.95883575096419,20.91796875,12.0350471358659,2154.27343732,Walking Dog Walking
99,126,111.858974358974,-7,7.45257504334656,21.39648437,13.8548051869231,2161.34960916,Walking Dog Walking
71,101,83.65,-21,2.98181186676005,13.875,0.78764648425,94.51757811,Walking Dog Walking
79,123,101.811111111111,-12,8.25505771380061,20.30273437,10.2791232630556,1850.24218735,Walking Dog Walking
71,109,88.9583333333333,3,6.15798709989173,19.078125,2.95012145453781,351.06445309,Walking Dog Walking
76,117,94.7733333333333,-31,9.19973261814214,21.7265625,7.1081510414,1066.22265621,Walking Dog Walking
74,134,111.566666666667,-19,8.99207227763906,22.40234375,11.9681076963087,1783.24804675,Walking Dog Walking
58,119,97.6622516556291,-33,8.22339874994124,21.39648437,11.0979427074667,1664.69140612,Walking Dog Walking
80,126,108.558333333333,1,8.30848151006975,21.65625,12.4949612644538,1486.90039047,Walking Dog Walking
95,139,116.644628099174,20,6.81690568204763,22.47070312,14.961292612562,1810.31640612,Walking Dog Walking
76,137,113.172701949861,-15,8.90878565876121,23.0078125,11.1200135292179,3980.96484346,Walking Dog Walking
78,134,111.942857142857,7,5.82798597514834,21.53320312,16.2052920376667,3403.11132791,Walking Dog Walking
62,126,109.268156424581,-5,7.28998302636233,22.0078125,13.6877194512921,2436.41406233,Walking Dog Walking
81,123,107.370860927152,-7,8.44867370668272,21.46484375,11.8983986950993,1796.65820296,Walking Dog Walking
