Minimum_HR,Maximum_HR,Average_HR,Delta_HR,Standard_Dev_SC,Maximum_SC,Average_SC,Sum_SC,Activity
76,131,108.050420168067,-19,8.40877448369712,21.46484375,6.82026284364407,804.79101555,Walking Dog Walking
71,105,85.9666666666667,3,0,0,0,0,Walking Dog Walking
69,127,114.603174603175,2,4.63562900249823,30.95117187,17.2194658850199,4322.08593714,Walking Dog Walking
56,127,89.8611111111111,14,0,0,0,0,Walking Dog Walking
58,137,120.913043478261,-14,2.56357792714245,30.265625,19.437072752625,3109.93164042,Walking Dog Walking
84,136,99.0333333333333,-1,7.2512288541608,22.21875,3.37678571404762,709.12499995,Walking Dog Walking
53,136,98.0872483221476,-36,6.10608934229024,21.515625,3.12312552369127,465.34570303,Walking Dog Walking
50,131,95.1875,24,8.72436350202562,20.65234375,12.017272948125,1153.65820302,Walking Dog Walking
72,130,102.134453781513,-30,8.81423062482159,21.9375,7.58047203159664,902.07617176,Walking Dog Walking
93,130,110.466666666667,-17,8.09322898350229,21.390625,10.9109700511667,654.65820307,Walking Dog Walking
46,139,103.737470167064,-25,8.53278241870496,27.44726562,8.72114808069545,3636.71874965,Walking Dog Walking
71,137,114.875555555556,5,6.78608119511375,25.4375,4.15357913367483,1864.95703102,Walking Dog Walking
79,143,121.438095238095,30,8.0895864895578,26.98828125,14.7839099686191,3104.62109341,Walking Dog Walking
65,152,127.188284518828,36,8.63277928187852,28.80859375,15.125572043682,3615.01171844,Walking Dog Walking
87,155,127.97619047619,39,6.72575805383208,27.65625,15.9059244779365,2004.14648422,Walking Dog Walking
77,178,142.156424581006,44,9.60978306987759,29.71875,12.4221602869101,2211.14453107,Walking Dog Walking
116,154,129.60773480663,2,8.60344316408034,41.08984375,21.9834469943094,3979.00390597,Walking Dog Walking
69,137,112.766666666667,39,8.00488476105669,22.47460937,5.82633463483333,699.16015618,Walking Dog Walking
90,171,116.541353383459,-7,10.4234905207043,31.890625,13.5161977198496,1797.65429674,Walking Dog Walking
77,168,130.939102564103,78,7.70187481822212,29.19921875,15.3741521794534,4781.36132781,Walking Dog Walking
84,136,118.161904761905,45,3.81416635008797,22.1484375,18.464620534381,3877.57031222,Walking Dog Walking
76,192,156.191823899371,77,2.96660238706979,22.18554687,19.4188005210726,6155.75976518,Walking Dog Walking
59,76,64.4487179487179,-4,0,0,0,0,Walking Dog Walking
98,154,130.716981132075,35,7.3123485503343,22.33007812,17.1017836073585,906.39453119,Walking Dog Walking
68,135,111.178571428571,37,4.43875333989659,22.69140625,19.3550451790361,1606.46874986,Walking Dog Walking
92,124,108.55,-14,7.20779382739514,37.578125,16.3715060756667,2946.87109362,Walking Dog Walking
80,113,88.65,0,2.24466132864489,17.51953125,0.29150390625,34.98046875,Walking Dog Walking
96,127,113.509202453988,10,6.1232317626771,21.46484375,16.9988976214724,2770.8203123,Walking Dog Walking
74,129,109.826923076923,-20,7.89120934518371,20.91796875,14.9962827612903,2324.423828,Walking Dog Walking
77,125,108.702898550725,-13,6.76618831579735,27.5625,16.1560076407299,2213.37304678,Walking Dog Walking
81,116,100.448979591837,-15,9.1045834826736,19.98046875,7.7260044632653,378.5742187,Walking Dog Walking
57,125,106.738007380074,-24,8.59983006649003,22.546875,13.9118923605926,3756.21093736,Walking Dog Walking
84,133,114.541666666667,36,5.30961195677722,21.46484375,17.2787109369167,2073.44531243,Walking Dog Walking
95,123,109.583333333333,-26,5.89709472069556,21.65625,17.0513671868333,3069.24609363,Walking Dog Walking
60,106,79.8888888888889,31,4.23993764612577,17.6953125,1.51062282961111,271.91210933,Walking Dog Walking
71,134,107.729281767956,-2,8.46162841956513,20.8515625,11.7345594605556,2112.2207029,Walking Dog Walking
65,105,79.0666666666667,-5,4.96027694241178,19.27148437,1.97063802025,236.47656243,Walking Dog Walking
54,116,95.8916666666667,46,4.34175352565748,20.5078125,16.5696777326667,1988.36132792,Walking Dog Walking
78,115,102.766666666667,10,7.15660750878332,22.8515625,14.3170135228571,1703.72460922,Walking Dog Walking
65,126,87.9791666666667,56,6.26712825055969,21.18359375,13.9268391914167,3342.44140594,Walking Dog Walking
68,118,92.975,4,5.52000746695994,20.984375,15.57508137875,1869.00976545,Walking Dog Walking
110,140,127.813186813187,8,6.82859740627072,23.4609375,16.7159168946154,1521.14843741,Walking Dog Walking
108,136,124.228915662651,4,5.90239027190501,23.23046875,17.6718985308434,1466.76757806,Walking Dog Walking
74,120,103.166666666667,33,6.78107405878658,23.37890625,18.5400061438202,1650.0605468,Walking Dog Walking
65,124,108.488888888889,46,7.94378415255592,23.84179687,16.9797226119101,1511.19531246,Walking Dog Walking
76,127,108.932584269663,24,8.6650624481792,23.28125,14.6541859015909,1289.56835934,Walking Dog Walking
78,113,104.244444444444,6,6.93174505914725,23.08007812,18.3635665369663,1634.35742179,Walking Dog Walking
88,113,104.789473684211,17,3.1197022727053,21.46484375,19.6712582221053,373.75390622,Walking Dog Walking
80,102,89.0333333333333,-16,0,0,0,0,Walking Dog Walking
109,177,135.315789473684,20,4.69982751015432,22.40234375,19.2726244752153,4027.97851532,Walking Dog Walking
67,114,97,24,3.01343956666915,20.91796875,0.4515625,40.640625,Walking Dog Walking
77,104,88.0222222222222,20,0,0,0,0,Walking Dog Walking
82,146,115.067796610169,3,5.53482606277311,25.06445312,13.2523127639377,4678.06640567,Walking Dog Walking
77,131,106.147540983607,44,8.62431131368708,20.64453125,13.6542968734426,832.91210928,Walking Dog Walking
58,71,62.4406779661017,2,0,0,0,0,Walking Dog Walking
67,116,90.0066225165563,-6,5.38001741645429,18.10351562,2.2601148589404,341.2773437,Walking Dog Walking
71,132,110.984478935698,-13,3.54030102812608,23.94335937,0.877604166577778,394.92187496,Walking Dog Walking
60,127,88.2693726937269,30,2.19178067847441,16.50585937,0.372513549188192,100.95117183,Walking Dog Walking
71,126,105.198895027624,41,4.49354114044481,21.6015625,18.0495117173333,3248.91210912,Walking Dog Walking
49,138,107.089219330855,48,3.35320470198862,22.8359375,19.5925592458736,5270.39843714,Walking Dog Walking
60,150,100.596666666667,39,8.5428447349441,21.05078125,13.7503325844908,8236.44921811001,Walking Dog Walking
71,130,111.685185185185,43,4.19216190980298,22.21875,19.3404173429368,5202.57226525,Walking Dog Walking
72,137,115.397769516729,55,2.12173571597044,21.73828125,19.6819758614925,5274.76953088,Walking Dog Walking
75,141,113.345833333333,38,4.85596052115839,21.39648437,17.6204318107531,4211.28320277,Walking Dog Walking
75,132,105.490476190476,27,2.58954476488433,23.0078125,20.3712713052632,4257.5957028,Walking Dog Walking
59,121,93.4870848708487,-13,1.72382422657879,19.27148437,17.2853292188561,4684.32421831,Walking Dog Walking
66,127,93.6133333333333,30,1.7241413232008,22.1484375,20.1120143565541,2976.57812477,Walking Dog Walking
56,138,115.604166666667,-1,4.79526879829027,22.546875,18.6493326805,4475.83984332,Walking Dog Walking
56,134,112.732223903177,55,4.44020950198122,39.38867187,18.5650103123217,12234.34179582,Walking Dog Walking
74,105,86.075,-14,2.89177091538193,12.38671875,0.813623046583333,97.63476559,Walking Dog Walking
62,120,90.0924369747899,14,3.04587321719776,15.66210937,0.806475105762712,95.16406248,Walking Dog Walking
79,125,103.491666666667,-14,5.33194123642924,18.046875,14.4143229155833,1729.71874987,Walking Dog Walking
77,114,98.287037037037,0,4.32594352640424,19,15.159677180566,1606.92578114,Walking Dog Walking
91,112,100.366666666667,-6,4.31752517660967,18.45703125,14.46974283775,1736.36914053,Walking Dog Walking
102,155,135.18487394958,11,5.78795865092856,21.46289062,13.4265690640336,1597.76171862,Walking Dog Walking
100,145,125.933333333333,-20,5.87873988847015,20.953125,13.5503743478333,1626.04492174,Walking Dog Walking
60,108,91.0082644628099,19,6.63991868748723,19.07226562,13.17993163975,1581.59179677,Walking Dog Walking
82,109,95.6833333333333,16,5.70105958361224,18.5625,12.8622070305,1543.46484366,Walking Dog Walking
82,120,101.216666666667,9,2.45919248784077,17.72851562,15.5923502593333,1871.08203112,Walking Dog Walking
109,136,122.596026490066,-4,2.72211132723198,21.6015625,18.3115687071523,2765.04687478,Walking Dog Walking
64,169,124.446096654275,5,4.89904718362155,21.80664062,16.3929643760821,4393.31445279,Walking Dog Walking
79,133,113.093333333333,-14,3.51521261224547,20.04492187,16.8378253019064,5034.50976527,Walking Dog Walking
75,140,115.805128205128,-7,4.72690682592956,20.30273437,16.4360891296144,6393.63867142,Walking Dog Walking
60,133,104.35,-12,8.36274548833895,21.0234375,7.98874498002793,2859.97070285,Walking Dog Walking
90,131,108.633333333333,-23,4.03716228061315,18.70898437,1.22691049538975,550.88281243,Walking Dog Walking
81,100,90.1083333333333,1,1.16967575199822,13.38671875,0.107128090167131,38.45898437,Walking Dog Walking
93,134,121.966101694915,29,4.66973177055507,22.078125,19.7814155174576,1167.10351553,Walking Dog Walking
117,136,126.5625,-6,7.21943702319792,22.90820312,18.0768025698958,1735.37304671,Walking Dog Walking
66,122,97.1513888888889,-7,6.00125888479105,25.06445312,15.9868504081616,11478.55859306,Walking Dog Walking
