Minimum_HR,Maximum_HR,Average_HR,Delta_HR,Standard_Dev_SC,Maximum_SC,Average_SC,Sum_SC,Activity,Sedentary,ActivityCategorical
72,154,107.6850829,9,8.733931773,25.27929687,9.715733506,1748.832031,Aerobic,0,1
60,126,92.88151659,27,4.351148384,20.8125,1.570405506,329.7851562,Resistance,0,3
68,114,94.54696133,19,5.386574597,21.46289062,2.110796441,379.9433593,Resistance,0,3
65,115,94.18681319,23,6.53014945,30.1640625,3.345659962,605.5644531,Resistance,0,3
64,126,97.44505495,23,4.325214433,17.27539062,1.710755065,311.3574218,Resistance,0,3
65,120,97.3,31,5.815044088,22.69921875,2.853428819,513.6171874,Resistance,0,3
73,128,108.3535912,30,5.821594558,22.92773437,2.474631076,445.4335937,Resistance,0,3
75,148,109.6333333,24,4.133655605,19.78710937,1.089605035,196.1289062,Resistance,0,3
84,156,115.9772727,-17,4.807040765,19.75,1.934486607,338.5351562,Resistance,0,3
65,144,109.6298343,34,3.768154631,20.16601562,1.127071823,204,Resistance,0,3
69,136,103.9502762,31,4.350401815,23.046875,1.110427517,199.8769531,Resistance,0,3
78,129,107.9668508,11,4.856230192,19.72265625,1.903314917,344.4999999,Resistance,0,3
64,150,113.7403315,51,4.792028303,21.31835937,1.549993525,280.5488281,Resistance,0,3
68,132,102.7730061,18,8.87853944,27.68554687,10.8209236,1763.810547,Interval,0,2
75,126,100.4869565,22,8.132502468,27.5390625,12.45200408,1431.980469,Interval,0,2
57,117,84.825,-20,8.927206159,25.06445312,10.42402508,1240.458984,Interval,0,2
70,136,102.1034483,8,8.940014696,28.30078125,9.77726293,1417.703125,Interval,0,2
78,132,100.3956835,25,8.657638688,25.7578125,11.77751359,1625.296875,Interval,0,2
75,124,106.075188,14,8.306328288,24.94335937,11.81707209,1559.853516,Interval,0,2
66,121,94.32044199,12,9.250094125,27.171875,11.24472332,2035.294922,Aerobic,0,1
63,152,123.5666667,57,7.514912698,28.42382812,19.37556424,3487.601562,Aerobic,0,1
30,122,91.55248619,4,7.96768359,23.99414062,4.825933159,868.6679687,Aerobic,0,1
64,119,91.35353535,20,8.657571903,24.0703125,15.00690499,2971.367187,Aerobic,0,1
56,141,106.7237569,50,4.982216113,21.60742187,1.763963225,319.2773437,Resistance,0,3
75,144,108.4364641,31,6.546716152,22.33007812,3.406714001,616.6152343,Resistance,0,3
86,140,112.2032967,5,3.795427787,20.5078125,1.050298334,191.1542968,Resistance,0,3
65,134,106.2197802,-4,5.444803534,22.21875,2.049497151,370.9589843,Resistance,0,3
85,141,117.745098,21,2.45256279,14.6484375,0.518535539,105.78125,Resistance,0,3
68,134,102.5769231,23,4.800494565,19.98046875,1.821321256,331.4804687,Resistance,0,3
63,127,90.51239669,9,9.728643944,29.38085937,10.04816081,1205.779297,Interval,0,2
93,152,123.8760331,14,9.424351928,28.125,8.700574637,1052.769531,Interval,0,2
65,138,100.7520661,10,8.600248042,27.63085937,8.999869791,1079.984375,Interval,0,2
84,145,113.231405,31,8.744826875,27.75,9.23016206,1116.849609,Interval,0,2
102,142,121.3057851,11,8.706818531,27.171875,9.466377195,1145.431641,Interval,0,2
74,139,104.175,-34,8.070762208,20.71289062,7.92881762,943.5292968,Interval,0,2
74,107,88.94674556,-12,3.801255789,13.20703125,1.41968936,238.5078125,Resistance,0,3
78,116,95.21546961,33,3.920658089,20.5859375,1.18797743,213.8359375,Resistance,0,3
74,107,91.14835165,20,3.311909981,16.2421875,0.980641402,177.4960937,Resistance,0,3
64,121,92.24309392,16,4.086121246,20.04492187,1.299637431,235.234375,Resistance,0,3
68,108,90.18333333,8,4.149604122,17.2265625,1.448018505,259.1953125,Resistance,0,3
83,166,111.6388889,6,10.52977541,30.37109375,8.683669704,1563.060547,Aerobic,0,1
74,150,104.7868852,-17,10.54695288,31.32421875,13.70978483,1672.59375,Aerobic,0,1
46,143,96.75206612,2,10.90308184,31.9921875,13.56434013,1641.285156,Aerobic,0,1
62,150,103.2912088,-11,9.63499308,27.26367187,7.506996908,1366.273437,Aerobic,0,1
77,167,121.8099174,6,10.59883687,30.6640625,12.58761622,1523.101562,Aerobic,0,1
84,142,117.2561983,-1,10.01750093,31.17773437,13.63962422,1650.394531,Aerobic,0,1
55,124,96.83552632,47,9.217892728,31.32421875,10.46853156,1591.216797,Interval,0,2
48,122,90.56428571,44,8.165732989,28.30078125,11.80607857,1641.044922,Interval,0,2
64,140,102.1893939,9,8.376836229,27.58203125,8.971309776,1184.21289,Interval,0,2
59,124,93.41353383,36,9.048479419,33.06445312,9.307551103,1237.904297,Interval,0,2
71,124,101.112782,32,9.310413039,32.01171875,10.03825482,1335.08789,Interval,0,2
56,132,94.7218543,-10,9.018068959,29.0078125,7.585468749,1137.820312,Interval,0,2
78,162,113.7086093,61,8.915842516,22.77539062,7.77765418,1174.425781,Aerobic,0,1
67,150,112.8950276,2,8.782712935,29.19921875,8.816384548,1586.949219,Aerobic,0,1
60,150,112.1978022,3,10.51400929,38.99609375,9.681155041,1752.289062,Aerobic,0,1
76,117,98.234375,5,9.937225497,35.72265625,8.574879964,1646.376953,Aerobic,0,1
57,148,114.1166667,79,9.159352178,26.45507812,9.202252094,1647.203125,Aerobic,0,1
80,140,113.9378238,19,7.257006685,22.62304687,11.18728638,2147.958984,Aerobic,0,1
79,143,120.0472441,39,7.027156064,37.83203125,13.90432763,1765.849609,Aerobic,0,1
81,164,129.7244094,32,5.923667273,23.75,14.37155512,1825.1875,Aerobic,0,1
67,144,114.0944882,14,7.092714801,22.69921875,12.15687004,1531.765625,Aerobic,0,1
96,151,123.6666667,16,7.185877374,25.4375,12.67175663,1672.671875,Aerobic,0,1
106,156,128.4015748,16,7.813103802,25.7578125,12.16790723,1545.324219,Aerobic,0,1
68,140,113.1652893,48,8.896832509,28.80664062,11.08864928,1341.726562,Interval,0,2
75,131,103.1157025,36,8.03848926,32.11914062,12.26513672,1471.816406,Interval,0,2
74,139,108.4958678,31,8.771767245,27.50976562,8.265218098,991.8261718,Interval,0,2
71,144,108.785124,9,8.399234342,25.8671875,7.864176432,943.7011718,Interval,0,2
66,143,103.8429752,60,7.78175409,28.7109375,12.41243489,1489.492187,Interval,0,2
74,123,98.38842975,17,8.425552579,29.39453125,11.2386556,1348.638672,Interval,0,2
46,158,118.3956835,-9,8.518047563,29.68359375,11.81221897,1641.898437,Interval,0,2
88,143,117.4516129,29,8.680325403,22.33984375,7.90798261,490.2949218,Interval,0,2
92,147,113.53125,45,8.656319892,24.9375,8.514297485,1089.830078,Interval,0,2
77,147,115.7410072,10,8.576300127,24.609375,7.759510869,1070.8125,Interval,0,2
67,119,96.31404959,16,9.413040319,32.76367187,9.776423682,1182.947266,Interval,0,2
73,118,95.42857143,34,8.757292722,30.0625,10.52248296,1399.490234,Interval,0,2
58,135,90.78125,47,9.502719599,33.1171875,11.5338798,1464.802734,Interval,0,2
73,123,97.66115702,22,9.05849277,30.078125,10.14796549,1217.755859,Interval,0,2
43,114,73.95867769,-10,8.018064449,31.53515625,13.31612956,1597.935547,Interval,0,2
76,158,123.9698492,11,9.04858974,33.43359375,8.515153894,1694.515625,Aerobic,0,1
71,143,103.9242424,6,7.036131804,42.109375,12.53354604,1641.894531,Aerobic,0,1
68,134,100.9328358,-18,8.179943896,42.79296875,12.17526727,1619.310547,Aerobic,0,1
73,144,112.9338843,33,8.719470603,42.046875,13.26288094,1604.808594,Aerobic,0,1
79,151,116.8897638,24,7.569218402,22.1484375,11.89591535,1510.78125,Aerobic,0,1
70,153,108.4088398,32,9.231450763,30.97851562,11.46742621,2064.136718,Interval,0,2
67,153,120.1318681,14,8.627701048,25.78320312,7.157890192,1295.578125,Interval,0,2
80,183,138.8021978,17,9.301972754,31.7890625,9.661559046,1748.742187,Interval,0,2
74,154,107.2283951,39,9.821386205,46.90625,9.927139944,1598.269531,Interval,0,2
83,155,126.625,36,8.820352389,25.6953125,8.58395996,1373.433594,Interval,0,2
65,135,106.260274,-5,9.235952078,32.6953125,11.11717403,1611.990234,Interval,0,2
63,172,123.4222222,-5,8.701385283,29.1015625,9.366172747,1676.544922,Interval,0,2
72,149,121.1833333,9,8.021818344,25.6953125,6.249956354,1118.742187,Interval,0,2
61,122,93.9057971,8,9.018505026,27.9375,9.875631892,1343.085937,Interval,0,2
78,134,104.488764,9,8.83885422,23.86328125,7.778803107,1384.626953,Interval,0,2
40,115,80.11570248,-36,9.270845488,31.4765625,9.90945638,1189.134766,Interval,0,2
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Interval,0,2
73,155,106.5227273,56,9.14510175,43.59375,12.00642164,1584.847656,Interval,0,2
65,135,103.8406593,30,7.45842656,22.1171875,4.934942592,893.2246092,Aerobic,0,1
68,155,108.3311258,-15,7.935441244,22.11328125,9.057985823,1367.755859,Aerobic,0,1
76,178,125.1735537,-30,9.385162562,34.17773437,11.36240234,1363.488281,Aerobic,0,1
74,146,118.4132231,2,8.999351517,25.14453125,9.547591145,1145.710937,Aerobic,0,1
78,164,135.3,55,7.963847671,23.52734375,10.2502626,1219.78125,Aerobic,0,1
52,138,90.78512397,7,10.68186301,34.55078125,11.74897461,1409.876953,Aerobic,0,1
76,156,118.0331492,10,4.516694255,17.0625,1.702148437,306.3867187,Resistance,0,3
70,148,111.6153846,-18,4.39624554,16.9921875,1.605339261,290.5664062,Resistance,0,3
63,144,116.5777778,25,3.952157594,18.01171875,1.276612692,228.5136718,Resistance,0,3
73,123,101.3619632,33,5.288532582,22.265625,1.994967408,325.1796875,Resistance,0,3
44,148,108.7790055,-16,4.620669962,20.17382812,1.394498698,251.0097656,Resistance,0,3
46,148,104.9888889,-18,5.966506995,21.53320312,2.657204861,478.2968749,Resistance,0,3
73,144,116.6476684,60,8.577196642,24.0234375,6.544506962,1263.089844,Aerobic,0,1
93,168,135.4409449,72,8.029023171,23.23242187,10.57214259,1342.662109,Aerobic,0,1
106,157,132.9206349,49,7.969515427,23.99414062,10.46478174,1318.5625,Aerobic,0,1
74,168,120.746114,-10,8.804131066,24.52734375,6.588653564,1265.021484,Aerobic,0,1
67,156,106.3070866,-18,8.166745765,24.69140625,10.02039247,1272.589844,Aerobic,0,1
83,152,118.2992126,25,8.254497409,27.421875,9.09822527,1155.474609,Aerobic,0,1
57,136,97.40331492,36,9.334192156,23.68945312,9.980132378,1796.423828,Aerobic,0,1
77,120,99.31578947,32,8.782219725,25.4375,8.252907659,1097.636719,Aerobic,0,1
77,134,112.0384615,26,9.545086232,26.50390625,8.235842541,1490.6875,Aerobic,0,1
77,138,109.6034483,57,7.965919589,29.4921875,8.012262228,921.4101562,Aerobic,0,1
62,143,111.640625,37,9.530730848,38.15625,7.212031658,1377.498047,Aerobic,0,1
74,137,111.6593407,31,9.19487754,23.3046875,7.143608344,1300.136719,Aerobic,0,1
72,154,122.296875,28,3.21717539,16.93554687,0.97663408,186.5371094,Resistance,0,3
78,170,129.0265957,16,4.505749299,22.33984375,1.343467998,251.2285156,Resistance,0,3
72,143,115.4924623,-26,3.49306826,17.4609375,0.977470012,193.5390625,Resistance,0,3
72,153,117.0752688,-19,4.536045847,20.78125,1.571621621,290.75,Resistance,0,3
75,172,117.5854922,14,3.797870073,21.7265625,0.895239637,172.78125,Resistance,0,3
46,169,123.1497326,32,5.664216261,19.7890625,2.74001504,512.3828124,Resistance,0,3
73,139,108.3809524,25,9.018972451,23.23242187,10.08538614,2107.845703,Aerobic,0,1
67,150,108.55,-41,8.522594614,24.52734375,9.374190847,1312.386719,Aerobic,0,1
73,162,138.95,-35,8.734783778,22.69140625,7.803460662,1552.888672,Aerobic,0,1
32,141,86.62146893,38,7.994670711,24.296875,6.939508297,1228.292969,Aerobic,0,1
80,137,115.5384615,-1,8.906348238,23.765625,8.316899896,1513.675781,Aerobic,0,1
51,146,108.6166667,-41,8.728670057,38.80078125,7.476027845,1338.208984,Aerobic,0,1
73,175,141.4055556,68,9.152715312,22.8359375,8.12425803,1454.242187,Aerobic,0,1
67,169,134.2030075,19,9.141918905,29.57226562,10.14426491,1339.042969,Aerobic,0,1
108,165,140.0743802,45,7.804495003,19.27148437,8.200122675,992.2148436,Aerobic,0,1
75,160,122.7272727,59,8.178853522,26.7265625,8.612223306,1033.466797,Aerobic,0,1
97,163,132.6583333,33,8.582889222,30.671875,9.21282552,1105.539062,Aerobic,0,1
105,157,127.8264463,37,8.840204737,23.765625,8.822023501,1067.464844,Aerobic,0,1
72,160,127.3801653,24,8.594308403,25.11132812,8.528635071,1031.964844,Interval,0,2
92,163,129.3140496,27,8.341066895,26.11914062,9.926200928,1201.070312,Interval,0,2
101,159,127.7272727,8,7.906843551,25.11132812,7.128163739,862.5078124,Interval,0,2
77,129,111.0847458,8,8.488729916,23.4375,9.235693775,1080.576172,Interval,0,2
81,139,118.1570248,17,9.019831533,26.8125,8.315706379,997.8847655,Interval,0,2
63,163,121.2975207,25,10.36912237,40.87890625,8.878580728,1065.429687,Aerobic,0,1
72,165,129.9669421,84,8.807512848,39.7109375,7.526762654,910.7382811,Aerobic,0,1
75,164,130.3779528,89,9.240125749,42.29492187,7.972010334,1012.445312,Aerobic,0,1
89,160,128.5275591,71,10.08659683,43.9453125,10.58978223,1344.902344,Aerobic,0,1
109,170,140.4765625,56,9.553788794,44.296875,11.06573486,1416.414062,Aerobic,0,1
104,163,132.375,45,9.038759999,45.55664062,9.540481566,1221.18164,Aerobic,0,1
64,125,96.29746835,15,8.922912903,27.9375,8.720999801,1377.917969,Interval,0,2
72,123,102.1666667,1,9.249208752,28.6875,11.71351682,1534.470703,Interval,0,2
92,135,110.3801653,15,8.508641521,27.3125,14.00871642,1695.054687,Interval,0,2
61,124,92.77443609,31,9.669606581,29.38085937,10.28017653,1346.703125,Interval,0,2
69,123,100.4094488,-12,9.662285961,34.125,11.51604023,1462.537109,Interval,0,2
71,131,109.5606061,27,9.292919521,28.40625,11.76425334,1541.117187,Interval,0,2
59,118,87.47107438,0,7.519053305,22.04296875,4.916838842,594.9374999,Interval,0,2
49,110,94.53719008,16,8.013591951,25.22460937,5.460921357,660.7714843,Interval,0,2
81,138,113.5123967,28,9.027762026,28.40625,5.711970557,691.1484374,Interval,0,2
67,112,96.96694215,16,8.317606536,27.35546875,6.414729817,769.767578,Interval,0,2
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Interval,0,2
71,135,104.9834711,-11,9.569371536,28.03125,8.364282024,1012.078125,Interval,0,2
80,189,146.3026316,74,8.312894675,29.296875,11.87895799,1793.722656,Interval,0,2
52,150,98.80666667,5,8.209306791,28.125,11.76440104,1764.660156,Interval,0,2
76,132,114.5585586,33,8.749247942,24.94335937,8.035546874,883.9101562,Interval,0,2
58,137,103.1900826,-14,6.13479785,19.85546875,3.740527343,448.8632812,Interval,0,2
55,137,104.6035503,6,8.281113465,27.40234375,8.580829326,1450.160156,Interval,0,2
72,144,116.1180556,33,8.605540261,26.27929687,8.003879122,1152.558594,Interval,0,2
72,132,108.3834586,29,9.114493505,30.37109375,8.985843514,1195.117187,Interval,0,2
76,133,106.2230216,8,8.407033823,28.82421875,7.816675157,1078.701172,Interval,0,2
78,142,109.7697842,-3,8.517862626,28.61523437,7.084762793,977.6972655,Interval,0,2
75,141,111.6258993,41,8.843058005,27.44726562,7.137100882,984.9199218,Interval,0,2
78,145,117.878453,-15,4.235666486,19.65625,1.490060764,268.2109375,Resistance,0,3
67,149,107.3611111,13,5.726223621,21.4453125,2.66672486,477.34375,Resistance,0,3
77,134,109.5635359,-6,6.78478954,23.91796875,3.292220052,592.5996093,Resistance,0,3
78,140,120.2833333,-16,6.506936393,22.546875,3.466699218,624.0058593,Resistance,0,3
78,138,110.8021978,-6,6.960042465,22.078125,4.517524467,822.189453,Resistance,0,3
74,136,105.7458564,8,6.311262,24.82421875,3.044628906,548.0332031,Resistance,0,3
56,125,91.74881517,17,4.597079577,21.6796875,1.901320684,399.2773437,Resistance,0,3
64,137,102.9948187,34,5.452518106,19.3359375,2.852867956,550.6035156,Resistance,0,3
65,120,96.935,18,5.720003381,20.25390625,2.959746093,591.9492187,Resistance,0,3
51,122,89.27319588,-7,5.464811441,19.921875,2.665206039,514.3847656,Resistance,0,3
54,123,91.97156398,-15,9.33694498,23.23242187,9.021799095,1903.599609,Aerobic,0,1
50,131,97.86666667,-46,8.591828547,28.125,7.210898175,1074.423828,Aerobic,0,1
70,129,102.2833333,46,9.030029511,22.33007812,8.458203124,1522.476562,Aerobic,0,1
79,134,102.1691176,-9,8.430771584,22.265625,8.210734953,1108.449219,Aerobic,0,1
62,115,89.18,4,8.068239044,27.22265625,8.888816065,1324.433594,Aerobic,0,1
60,111,91.25,36,8.881227064,22.265625,7.680164683,1351.708984,Aerobic,0,1
78,158,117.1386139,35,4.222037894,16.93554687,1.753857422,350.7714843,Resistance,0,3
52,153,102.2190476,45,3.182816716,17.578125,0.766694568,161.0058594,Resistance,0,3
53,142,108.7580645,-44,4.633677324,19.5625,1.625318444,299.0585937,Resistance,0,3
51,171,122.3812155,-24,9.268786905,27.15625,7.206524084,1304.380859,Interval,0,2
60,199,123.4033149,7,8.00703434,28.21875,3.849987051,696.8476562,Interval,0,2
64,158,128.6428571,11,8.735646872,27.04296875,5.273265796,959.7343749,Interval,0,2
69,144,102.8846154,12,9.502721582,33.90625,6.131803743,1115.988281,Interval,0,2
65,160,115.6519337,5,8.773407748,29.859375,4.886664796,884.4863281,Interval,0,2
58,135,97.79005525,27,8.713898404,22.69140625,6.677238,1208.580078,Aerobic,0,1
60,127,91.49723757,-9,7.035652624,20.5859375,5.047932492,913.6757811,Aerobic,0,1
77,134,108.0330579,27,10.33493104,42.91601562,8.603128227,1040.978515,Aerobic,0,1
68,136,110.8736264,12,8.986779332,25.1953125,8.296518904,1501.669922,Aerobic,0,1
58,125,100.9338843,28,10.10854017,44.91210937,10.25773179,1241.185547,Aerobic,0,1
57,138,104.1767956,48,8.746593724,29.4375,7.043206145,1274.820312,Aerobic,0,1
66,134,107.5303867,41,7.821071639,31.0546875,4.968977864,894.4160155,Aerobic,0,1
75,138,109.4297521,42,11.75896101,45.671875,10.2114095,1225.36914,Aerobic,0,1
61,143,112.8833333,34,9.291239645,26.7265625,7.85329861,1413.59375,Aerobic,0,1
63,144,113.6243094,49,8.431120596,26.3671875,6.345670572,1142.220703,Aerobic,0,1
76,136,109.8264463,2,9.102293444,42.609375,11.38597005,1366.316406,Aerobic,0,1
72,136,106.6033058,50,9.728886704,43.79882812,9.136557333,1105.523437,Aerobic,0,1
91,142,120.0082645,28,9.309935803,42.46875,11.84504132,1433.25,Aerobic,0,1
59,136,96.09565217,23,4.975465154,21.234375,2.043778998,468.0253905,Resistance,0,3
85,135,114.5054945,25,5.614658688,26.2109375,2.201386504,400.6523437,Resistance,0,3
98,140,119.9957806,-7,7.818534449,42.046875,3.854930813,909.7636718,Resistance,0,3
82,123,100.9025424,16,6.084718214,24.53125,2.502036237,587.9785156,Resistance,0,3
66,118,101.41,44,6.565664235,21.796875,3.865372475,382.671875,Resistance,0,3
68,126,96.06770833,3,6.542890209,23.359375,3.283724639,627.1914061,Resistance,0,3
82,155,113.2707182,17,8.713443694,27.5625,6.349370659,1142.886719,Interval,0,2
77,144,106.7880795,-21,9.334808865,24.53125,8.954120964,1352.072266,Interval,0,2
52,116,91.04545455,5,9.212662179,27.671875,8.067405175,1056.830078,Interval,0,2
49,146,103.4962406,19,8.886193858,27.65625,7.709292763,1025.335937,Interval,0,2
86,137,113.9772727,22,9.396915354,31.27734375,9.303311434,1228.037109,Interval,0,2
89,156,133.9337017,61,9.576386593,25.4375,8.698841073,1574.490234,Aerobic,0,1
98,162,138.6868132,14,9.381958806,42.46875,9.201976733,1674.759765,Aerobic,0,1
91,153,128.8992806,51,8.63529902,25.22460937,11.00851506,1530.183594,Aerobic,0,1
97,153,133.6258993,42,8.939778407,24.36328125,10.0642002,1398.923828,Aerobic,0,1
104,156,132.4793388,35,8.718919329,25.59375,12.45046165,1506.505859,Aerobic,0,1
76,126,106.5619835,27,9.698572739,29.98242187,7.826995092,947.0664061,Aerobic,0,1
66,138,116.2561983,24,8.929538892,26.11914062,7.54399414,905.2792968,Interval,0,2
73,118,101.6833333,29,8.62508109,23.765625,10.30304622,1226.0625,Interval,0,2
59,132,107.9173554,25,8.480857046,24.85546875,10.17285963,1230.916015,Interval,0,2
90,132,116.9090909,30,8.447526005,25.11132812,8.025406766,971.0742186,Interval,0,2
69,121,100.5785124,6,7.731277453,28.390625,13.39285253,1620.535156,Interval,0,2
81,128,110.0743802,29,9.43299971,28.03125,9.860117509,1193.074219,Interval,0,2
93,141,115.0054945,25,3.494947157,21.3046875,0.781519769,141.4550781,Resistance,0,3
85,135,114.839779,15,5.91006107,19.5625,2.855770891,516.8945312,Resistance,0,3
47,160,109.7237569,0,2.969683892,18.1640625,0.710264757,127.8476562,Resistance,0,3
94,142,114.1043956,-15,2.359448416,18.046875,0.386418269,70.32812499,Resistance,0,3
74,143,120.4088398,41,3.820529914,20.5078125,1.073893229,193.3007812,Resistance,0,3
67,148,107.9447514,39,4.773991691,19.59375,1.683377935,304.6914062,Resistance,0,3
69,132,99.48066298,32,3.962160331,21.89648437,1.220092091,218.3964843,Resistance,0,3
78,147,108.7252747,-13,4.158569668,17.6953125,1.475736178,268.5839844,Resistance,0,3
66,136,104.0055249,-29,5.237758924,21.25976562,2.200988432,398.3789062,Resistance,0,3
58,145,94.06217617,-75,4.645452093,21.09375,1.59372976,307.5898437,Resistance,0,3
63,129,93.91160221,-1,4.698266491,17.9296875,2.049858941,368.9746093,Resistance,0,3
47,152,105.8944444,-2,8.902317233,33.515625,7.823465869,1400.40039,Aerobic,0,1
73,158,124.1222222,13,8.870215966,29.0625,6.033683222,1080.029297,Aerobic,0,1
91,142,119.3370166,-2,8.977696812,32.08984375,8.028066729,1453.080078,Aerobic,0,1
84,133,114.0659341,5,8.636821187,26.86328125,5.638435782,1026.195312,Aerobic,0,1
105,154,138.9447236,-15,8.297351342,36.79101562,5.545599088,1103.574219,Aerobic,0,1
73,140,120.7967914,42,8.31649959,28.61523437,7.36953965,1370.734375,Aerobic,0,1
75,131,105.4132231,-3,8.112722702,27.99804687,13.36534831,1603.841797,Interval,0,2
85,133,102.9338843,29,8.621016287,26.45507812,9.769773371,1182.142578,Interval,0,2
79,139,111.589404,-6,8.091889977,21.0234375,5.664191845,855.2929687,Interval,0,2
47,117,95.10743802,50,9.009001131,29.1015625,7.822378615,946.5078124,Interval,0,2
72,132,98.03731343,27,9.10066651,26.203125,7.60507225,1011.474609,Interval,0,2
68,134,94.39393939,7,7.542025882,26.89453125,4.297304095,567.2441405,Interval,0,2
54,122,80.7038835,-21,4.178346859,16.734375,1.576610137,323.2050781,Resistance,0,3
55,109,83.29896907,-3,5.564217179,19.7890625,2.811734858,545.4765624,Resistance,0,3
67,126,95.37823834,37,5.505055297,18.04296875,2.901716321,560.0312499,Resistance,0,3
60,109,84.52195122,1,5.79820469,19.72265625,3.089310213,633.3085937,Resistance,0,3
59,110,87.984375,18,5.852195624,19.1875,3.255378763,621.7773437,Resistance,0,3
56,100,79.37142857,9,5.302336916,19.14257812,2.579319196,451.3808593,Resistance,0,3
55,107,83.15591398,-7,5.27691161,24.0234375,2.630519701,484.0156249,Resistance,0,3
87,148,123.3370166,31,5.111759741,18.04296875,2.396085117,433.6914062,Resistance,0,3
83,146,108.8650307,-6,5.954141905,21.65625,2.866934317,464.4433593,Resistance,0,3
73,139,99.89502762,30,4.631021693,21.0546875,2.044641315,370.0800781,Resistance,0,3
83,159,121.3314917,-48,4.958239157,18.45703125,2.58125,464.6249999,Resistance,0,3
73,125,100.3277778,-29,7.033138654,22.76367187,3.535221354,636.3398437,Resistance,0,3
62,125,92.42975207,8,8.70022144,27.04296875,7.628050748,922.9941405,Interval,0,2
84,142,107.5041322,24,9.863453418,26.62304687,9.175006456,1110.175781,Interval,0,2
66,177,140.1981982,-6,8.862635135,23.53710937,8.160437781,1811.617187,Aerobic,0,1
123,195,168.828125,14,9.209490926,27.50976562,9.943511962,1272.769531,Aerobic,0,1
75,186,119.6992481,107,9.390261878,28.2109375,8.793791118,1169.574219,Aerobic,0,1
105,186,148.9140625,44,9.821282034,28.21875,10.31303406,1320.068359,Aerobic,0,1
86,190,144.671875,90,9.820978947,28.90234375,8.931854247,1143.277344,Aerobic,0,1
79,184,143.9606299,89,9.887516619,28.125,9.630028911,1223.013672,Aerobic,0,1
58,124,96.72928177,10,9.16949947,27.1328125,8.260047742,1486.808594,Aerobic,0,1
65,134,100.6033058,33,8.672458917,22.11328125,9.33605049,1129.662109,Aerobic,0,1
84,145,111.1570248,11,8.361893918,22.62304687,10.71891141,1296.988281,Aerobic,0,1
78,142,117.1818182,37,8.696127649,23.75,10.84073153,1311.728516,Aerobic,0,1
64,135,106.446281,13,8.290670008,21.53515625,8.549619059,1034.503906,Aerobic,0,1
95,153,127.8677686,32,8.157725196,23.23046875,11.4602757,1386.693359,Aerobic,0,1
58,142,106.0607735,32,3.731840545,18.70898437,1.08622885,196.6074218,Resistance,0,3
77,133,111.7237569,-13,2.798051158,20.25390625,0.465353733,83.76367186,Resistance,0,3
61,126,102.0659341,-3,4.23701849,17.0625,1.494848901,272.0624999,Resistance,0,3
73,108,89.03888889,6,2.410230804,16.9921875,0.36203342,65.16601562,Resistance,0,3
75,163,131.8736264,5,7.411034773,25.78125,6.016013466,1088.898437,Resistance,0,3
78,136,113.6492891,-4,8.874317904,29.484375,7.980385044,1675.880859,Aerobic,0,1
76,140,118.7076023,-10,9.140980503,28.90625,8.758088234,1488.875,Aerobic,0,1
70,151,118.3533835,52,7.729139878,25.14453125,11.04970111,1458.560547,Aerobic,0,1
81,148,117.0728477,7,8.291209895,29.57226562,9.274420529,1400.4375,Aerobic,0,1
76,140,110.6268657,9,8.742823529,28.125,9.874577308,1323.193359,Aerobic,0,1
77,140,112.1503759,10,8.141646781,22.2578125,9.811390269,1295.103515,Aerobic,0,1
74,145,111.7444444,-22,3.61379425,18.22460937,1.015406774,181.7578125,Resistance,0,3
69,124,103.0441989,16,5.06247805,19.65625,2.056369358,370.1464844,Resistance,0,3
71,132,107.1111111,17,3.932291795,16.296875,1.175213862,210.3632812,Resistance,0,3
71,121,99.41436464,7,5.545445475,23.75,2.249138006,402.5957031,Resistance,0,3
66,134,107.9779006,12,4.096049845,18.890625,1.290288628,232.2519531,Resistance,0,3
63,123,98.05494505,36,4.792120235,20.57617187,1.651495965,300.5722656,Resistance,0,3
74,134,102.7444444,16,9.345469844,25.8671875,7.423413494,1328.791016,Aerobic,0,1
84,160,124.0826446,54,8.206496732,23.00390625,8.635201445,1044.859375,Aerobic,0,1
90,158,131.6333333,63,8.195601371,23.84179687,10.31056315,1237.267578,Aerobic,0,1
59,157,113.0991736,63,7.817517063,24.6875,10.61615349,1263.322265,Aerobic,0,1
115,160,138.0909091,-3,8.3574016,25.22460937,9.839440211,1190.572266,Aerobic,0,1
96,149,128.8512397,37,8.028324715,24.296875,10.28313856,1244.259766,Aerobic,0,1
54,156,120.4238411,47,8.730821107,30.1640625,9.529778645,1429.466797,Aerobic,0,1
71,153,116.2119205,17,9.121580465,33.328125,10.31755208,1547.632812,Aerobic,0,1
70,138,108.2820513,-21,9.057883516,23.453125,8.023454483,922.6972656,Aerobic,0,1
70,144,106.6818182,-15,9.420988623,26.7734375,8.559318773,1129.830078,Aerobic,0,1
57,137,100.5895522,72,9.866175861,27.44726562,7.730060634,1035.828125,Aerobic,0,1
86,157,127.2238806,-53,8.97252824,32.01171875,7.76381763,1040.351562,Aerobic,0,1
57,131,94.20143885,14,8.429290407,23.68945312,8.92100382,1240.019531,Aerobic,0,1
71,155,128.1942446,11,7.78294354,22.62304687,6.119819972,844.5351561,Aerobic,0,1
