Minimum_HR,Maximum_HR,Average_HR,Delta_HR,Standard_Dev_SC,Maximum_SC,Average_SC,Sum_SC,Activity,Sedentary,ActivityCategorical
74,142,107.2753623,11,7.861639282,25.5234375,4.497126924,620.6035155,Interval,0,2
60,136,103.4661654,16,8.618893694,29.58398437,6.355175046,845.2382811,Interval,0,2
80,124,103.0071429,18,7.86796064,29.53125,4.551911272,637.2675781,Interval,0,2
68,139,107.043956,12,9.10651293,26.5390625,9.084232561,1644.246094,Aerobic,0,1
61,133,96.03289474,-29,8.639869223,27.26367187,8.162147922,1240.646484,Aerobic,0,1
83,145,117.2590674,4,9.536015298,27.9375,9.1997045,1775.542969,Aerobic,0,1
83,143,113.7142857,37,8.976038307,29.58398437,9.900757753,1316.800781,Aerobic,0,1
55,146,101.6906077,58,9.391193609,27.99804687,8.471853298,1524.933594,Aerobic,0,1
61,153,119.0384615,71,9.591269871,30.3671875,9.561673677,1740.224609,Aerobic,0,1
66,134,106.8666667,62,8.114060332,27.63085937,8.047927517,1448.626953,Aerobic,0,1
85,135,113.0463576,18,8.592639156,29.09960937,10.10809447,1526.322266,Aerobic,0,1
77,142,112.9602649,28,8.644730197,29.66796875,8.642125413,1304.960937,Aerobic,0,1
73,157,115.1279621,51,8.76114554,32.40039062,7.07971712,1493.820312,Aerobic,0,1
74,156,119.6090226,67,7.91197304,29.38085937,8.731731672,1161.320312,Aerobic,0,1
70,129,99.92666667,27,8.404967908,28.640625,9.576536457,1436.480469,Aerobic,0,1
83,148,117.0718232,29,8.365691848,28.7109375,5.233695182,947.298828,Interval,0,2
93,149,124.6859504,8,9.116056168,26.7265625,10.78223463,1304.65039,Interval,0,2
94,156,129.5666667,-23,9.145259977,29.19921875,7.80056966,936.0683592,Interval,0,2
71,152,110.1404959,28,9.320319215,27.81445312,9.119350464,1103.441406,Interval,0,2
73,143,101.3140496,-30,8.854312838,24.42382812,6.277698863,759.6015624,Interval,0,2
110,153,132.3196721,3,9.258202518,26.46875,10.57012039,1289.554687,Interval,0,2
64,135,110.9946524,-6,4.556955384,17.61523437,2.062258484,383.5800781,Resistance,0,3
82,129,103.05,2,5.694849135,19.6875,2.979241912,592.8691406,Resistance,0,3
57,132,110.9725275,8,5.660652512,19.14257812,3.1033106,561.6992187,Resistance,0,3
79,133,112.9668508,-33,6.843530723,20.57617187,4.468976605,808.8847655,Resistance,0,3
77,134,111.8232044,4,4.856412261,17.4609375,2.015150207,364.7421875,Resistance,0,3
74,126,97.56906077,-24,7.253149923,33.01171875,3.522515191,634.0527343,Resistance,0,3
74,157,116.7555556,5,3.594612489,21.46484375,0.808419169,144.7070312,Resistance,0,3
66,140,99.60220994,63,4.118329335,18.04296875,1.365417818,247.140625,Resistance,0,3
73,146,105.8555556,30,4.376738633,21.82421875,1.241493055,223.46875,Resistance,0,3
86,139,113.0994475,17,5.365145023,22.48828125,1.754823463,317.6230468,Resistance,0,3
81,135,113.4712644,1,4.680096702,20.953125,1.378703035,238.515625,Resistance,0,3
65,134,109.9012346,9,5.457406024,20.953125,1.977636719,316.421875,Resistance,0,3
66,149,108.5734597,-3,8.903585356,25.02734375,7.278487723,1528.482422,Aerobic,0,1
66,120,96.15333333,-20,9.252089751,31.0546875,9.042641044,1347.353516,Aerobic,0,1
66,125,94.57615894,-5,8.97397302,26.2109375,8.975967508,1355.371094,Aerobic,0,1
68,127,100.0947867,-34,8.965011344,28.51953125,7.329161729,1546.453125,Aerobic,0,1
70,123,96.65876777,10,9.356825693,31.53515625,7.664553095,1617.220703,Aerobic,0,1
66,126,93.63157895,-2,9.404089974,30.859375,7.137939453,1084.966797,Aerobic,0,1
54,132,90.18232044,7,9.526107843,28.82421875,10.23684608,1852.86914,Interval,0,2
54,116,86.49450549,7,9.693525222,28.03125,8.462901415,1531.785156,Interval,0,2
55,129,94.91712707,-10,9.759153443,33.28710937,12.13237847,2183.828125,Interval,0,2
75,127,96.77348066,14,9.285921631,22.33007812,7.922295838,1433.935547,Interval,0,2
64,155,109.2375691,14,9.716900016,25.6953125,10.39282769,1870.708984,Interval,0,2
56,106,82.95027624,1,9.187451917,28.51953125,9.522207354,1723.519531,Interval,0,2
61,131,106.1117647,13,4.898942498,17.51953125,2.018910845,343.2148437,Resistance,0,3
56,120,90.51871658,13,4.748291056,20.17382812,1.522513441,283.1875,Resistance,0,3
72,122,102.5690608,18,5.588243363,20.38671875,2.629974533,476.0253906,Resistance,0,3
69,137,102.8021978,11,5.594207551,22.2578125,2.672511654,483.7246093,Resistance,0,3
57,71,63,10,0,0,0,0,Resistance,0,3
67,132,101.2857143,20,8.458246966,24.609375,11.43177279,1520.425781,Interval,0,2
57,125,99.7593985,-5,8.84488228,29.68359375,7.427572838,987.8671874,Interval,0,2
63,136,95.58333333,29,8.798395422,25.5234375,10.85214844,1410.779297,Interval,0,2
65,132,99.52985075,-3,8.397515047,22.40234375,12.61883454,1690.923828,Interval,0,2
67,120,90.85714286,-2,8.956189359,22.1484375,10.64232658,1404.787109,Interval,0,2
65,138,104.2330827,23,8.502965701,25.22460937,8.680782433,1145.863281,Interval,0,2
99,159,127.2541436,24,7.88691974,24.296875,7.615806284,1378.460937,Aerobic,0,1
61,152,117.5934066,-7,8.138826777,26.3671875,6.124871222,1114.726562,Aerobic,0,1
86,152,125.404878,37,8.416053265,21.234375,6.099056783,1250.30664,Aerobic,0,1
84,149,120.7111111,-36,7.574068027,24.26367187,6.763726431,1210.707031,Aerobic,0,1
84,144,119.7253886,37,8.502513183,22.078125,8.404620708,1622.091797,Aerobic,0,1
72,162,126.4634146,15,8.730917826,22.5625,8.08528325,1641.3125,Aerobic,0,1
74,167,138.6961326,-38,8.447553764,24.296875,9.295529513,1673.195312,Aerobic,0,1
72,143,118.6906077,-43,8.405252351,23.515625,9.088997395,1636.019531,Aerobic,0,1
80,156,124.9834254,40,4.283813122,18.95117187,1.382488777,250.2304687,Resistance,0,3
74,130,116.1823204,22,4.927729548,19.98828125,1.788378906,321.9082031,Resistance,0,3
104,140,125.7087912,17,5.057975185,21.12304687,1.772207355,320.7695312,Resistance,0,3
72,125,104.0225989,6,4.804790671,22.8515625,1.731367631,304.7207031,Resistance,0,3
66,135,111.7222222,31,4.346580888,17.33203125,1.55890842,280.6035156,Resistance,0,3
87,134,108.5027624,-25,3.411435456,14.69726562,1.172544026,212.2304687,Resistance,0,3
55,154,114.4080717,44,9.619883956,23.78320312,9.649088541,2142.097656,Aerobic,0,1
56,120,95.32124352,55,9.809228185,35.390625,11.63656695,2245.857422,Aerobic,0,1
53,149,99.66483516,44,8.803878529,37.52929687,12.11695141,2205.285156,Aerobic,0,1
57,123,97.41708543,-17,9.493081945,25.38476562,12.14734807,2417.322265,Aerobic,0,1
77,186,127.3517588,0,9.219487629,24.53125,14.8114302,2947.474609,Aerobic,0,1
60,146,112.0179372,18,8.564961947,24.6640625,15.20756792,3376.080078,Aerobic,0,1
50,161,123.5690608,-17,5.495607088,21.7265625,2.577229368,466.4785156,Resistance,0,3
65,141,106.1767956,-23,4.853952787,17.1171875,2.060069444,370.8125,Resistance,0,3
61,141,100.4555556,17,4.664082909,17.171875,1.883942679,335.3417969,Resistance,0,3
74,146,114.718232,17,4.68348495,17.51953125,1.884483507,339.2070312,Resistance,0,3
69,151,115.5138122,44,3.611566066,14.59960937,1.158421351,207.3574218,Resistance,0,3
59,118,91.86666667,25,5.61065992,20.43945312,2.729246683,488.5351562,Resistance,0,3
58,140,108.6373626,-4,3.778126175,19.4375,1.246892265,225.6875,Resistance,0,3
72,139,101.2707182,25,6.64872127,19.921875,4.81901761,872.2421874,Resistance,0,3
75,156,111.0989011,14,4.90849252,20.30273437,1.814973958,326.6953124,Resistance,0,3
81,132,107.7912088,11,5.291038209,20.16601562,2.460197029,447.7558593,Resistance,0,3
69,118,99.08888889,43,3.927378066,20.16601562,1.13547486,203.25,Resistance,0,3
77,137,110.2872928,21,4.711963044,22.7109375,1.861946614,335.1503906,Resistance,0,3
86,137,115.1153846,-3,4.022225753,19.46484375,1.177455357,214.2968749,Resistance,0,3
53,146,106.2553191,8,2.638385154,14.34375,0.51932236,97.11328124,Resistance,0,3
58,134,98.21505376,13,4.459201345,23.28125,1.5041913,278.2753905,Resistance,0,3
71,107,90.63580247,7,6.605798485,34.015625,3.045188761,490.2753906,Resistance,0,3
69,145,115.2978723,21,4.325271956,20.65234375,1.450336313,271.2128906,Resistance,0,3
65,138,105.521978,-6,5.394908164,19.58984375,2.0876856,377.8710937,Resistance,0,3
65,145,107.2158273,24,9.167200674,27.75,11.09478317,1531.080078,Interval,0,2
93,136,108.057554,15,9.178202018,30.14648437,10.27574191,1428.328125,Interval,0,2
64,134,103.3381295,37,9.153821238,26.015625,8.710881294,1210.8125,Interval,0,2
64,135,98.93233083,38,9.540564646,30.76171875,9.525801808,1266.93164,Interval,0,2
66,152,102.6363636,-16,8.901521736,26.68359375,7.102740338,930.4589843,Interval,0,2
73,149,104.037594,20,8.930168161,30.18164062,6.803577769,898.0722655,Interval,0,2
76,126,102.5639098,12,9.127635208,27.3125,7.213228383,959.3593749,Interval,0,2
61,150,105.1428571,48,9.181421488,31.078125,7.853691846,1044.541016,Interval,0,2
72,126,98.72928177,34,5.153593254,22.19140625,2.172158694,388.8164062,Resistance,0,3
61,110,88.03314917,18,3.945043376,16.6640625,1.394639157,252.4296875,Resistance,0,3
63,125,98.59116022,-2,4.14334734,20.43945312,1.359950087,244.7910156,Resistance,0,3
71,126,94.95054945,41,3.434708498,14.59960937,1.059441535,192.8183593,Resistance,0,3
73,134,99.23626374,44,3.926119046,18.10351562,1.334810697,242.9355468,Resistance,0,3
66,132,99.15,49,5.263312862,21.60742187,2.063678422,369.3984375,Resistance,0,3
74,153,118.2748815,5,4.23353181,18.625,1.20375744,252.7890625,Resistance,0,3
48,161,106.4907749,29,5.157056476,20.04492187,2.211795145,599.3964843,Resistance,0,3
53,146,100.9919028,-10,5.324872259,20.953125,2.329260353,572.9980468,Resistance,0,3
51,156,103.9560976,37,4.77624168,19.85546875,1.783755716,365.6699218,Resistance,0,3
48,140,103.0671937,-20,4.301489703,22.1484375,1.297316778,326.9238281,Resistance,0,3
38,100,73.7860262,0,5.017397905,19.7890625,2.109264124,483.0214843,Resistance,0,3
66,131,104.526971,14,4.994417389,18.10351562,2.143513997,514.4433593,Resistance,0,3
75,158,119.5592417,28,10.13878722,42.45117187,11.96960565,2513.617187,Aerobic,0,1
66,154,122.2556391,69,9.753983475,44.97070312,11.6282996,1534.935547,Aerobic,0,1
74,154,124.556391,67,9.5254768,42.63085937,12.25804746,1630.320312,Aerobic,0,1
62,145,113.6243094,26,9.600235309,42.7109375,14.13379991,2544.083984,Aerobic,0,1
65,155,127.7761194,65,8.902169239,45.421875,12.41055275,1650.603516,Aerobic,0,1
65,146,117.761658,52,9.47680505,29.78320312,12.57178501,2401.210937,Aerobic,0,1
78,146,119.5227273,52,9.030135589,41.90625,10.4938299,1385.185547,Aerobic,0,1
67,136,110.5867769,50,9.060713763,25.609375,10.859375,1313.984375,Interval,0,2
74,133,109.7933884,32,8.683205272,25.02734375,13.11044034,1586.363281,Interval,0,2
65,120,99.07438017,48,9.643408717,31.9921875,10.60369318,1283.046875,Interval,0,2
97,146,114.8606557,-5,9.66940573,27.1328125,9.750288165,1189.535156,Interval,0,2
67,139,108.5702479,37,9.990468565,31.32421875,10.35934245,1243.121094,Interval,0,2
70,135,106.1570248,48,9.353658271,28.30078125,11.87937825,1425.52539,Interval,0,2
55,120,88.49450549,44,4.286877642,16.9921875,1.522800846,275.6269531,Resistance,0,3
71,128,97.97237569,-2,3.372930506,19.1328125,0.912879774,164.3183594,Resistance,0,3
67,116,94.78453039,10,4.217163825,19.3359375,1.200124389,214.8222656,Resistance,0,3
77,118,99.06666667,16,4.491400444,18.515625,1.594928422,285.4921875,Resistance,0,3
74,126,101,15,5.545448427,18.890625,2.697330729,485.5195312,Resistance,0,3
58,121,88.97222222,8,4.541163846,19.3359375,1.593488128,285.2343749,Resistance,0,3
51,140,108.7127072,70,7.608524898,36.93359375,4.189658149,758.3281249,Interval,0,2
74,145,106.9944751,25,6.629052973,21.6796875,3.899969785,705.8945311,Interval,0,2
79,136,105.4640884,-8,5.143648467,18.10351562,2.411621093,434.0917968,Interval,0,2
73,136,104.1011236,28,6.498384293,19.5625,3.663996664,652.1914062,Interval,0,2
83,155,109.9668508,-20,6.576895586,21.66992187,3.433593749,621.4804687,Interval,0,2
65,122,101.6222222,49,6.519191529,20.84960937,4.943554687,889.8398436,Resistance,0,3
64,117,92.5801105,31,5.959058049,20.5859375,3.938309305,712.8339843,Resistance,0,3
62,134,99.67298578,39,9.465758615,26.27929687,7.034188987,1477.179687,Aerobic,0,1
66,134,111.9421488,58,9.332133723,40.87890625,11.61720378,1394.064453,Aerobic,0,1
67,142,119.6187845,59,10.10268876,38.54296875,9.557698117,1729.943359,Aerobic,0,1
109,152,135.0991736,27,10.08530429,43.0703125,12.09502518,1463.498047,Aerobic,0,1
57,133,97.34615385,16,9.774538745,39.31640625,8.807745964,1603.009765,Aerobic,0,1
65,142,112.2131148,62,9.787703226,43.0703125,13.7116419,1672.820312,Aerobic,0,1
101,159,128.4818653,40,3.244803241,19.85546875,0.858464216,165.6835937,Resistance,0,3
101,153,127.6318681,8,4.446586115,15.8203125,2.013446514,366.4472656,Resistance,0,3
75,146,121.8232044,-21,4.034931795,20.43945312,1.075138504,388.125,Resistance,0,3
74,156,112.9893048,30,3.783406454,16.87890625,1.089098202,202.5722656,Resistance,0,3
50,155,115.8191489,-9,3.135865328,19.72265625,0.674316406,126.7714844,Resistance,0,3
69,125,96.34319527,24,5.083748001,22.078125,1.643745377,277.7929687,Resistance,0,3
57,108,89.89534884,-6,5.483067731,22.4140625,2.366176871,406.9824218,Resistance,0,3
66,133,95.8342246,-4,4.338674093,18.6875,1.524487567,283.5546875,Resistance,0,3
71,132,105.1771429,13,4.801951126,20.5078125,1.737377232,304.0410156,Resistance,0,3
74,133,99.31491713,7,8.960017643,30.76171875,7.980861556,1428.574219,Interval,0,2
53,137,91.97687861,20,8.165356825,25.609375,6.612299042,1143.927734,Interval,0,2
71,145,101.1657459,17,8.067086892,26.27929687,6.830740017,1229.533203,Interval,0,2
74,126,99.13333333,-8,8.818520979,28.18164062,6.948046874,1250.648437,Interval,0,2
56,119,88.31491713,-16,8.152769411,27.68554687,6.400292968,1152.052734,Interval,0,2
41,138,99.81318681,19,8.200503068,27.671875,5.837523739,1056.591797,Interval,0,2
80,138,115.9555556,15,4.732045699,19.40039062,1.643047311,294.1054687,Resistance,0,3
42,137,102.6682464,9,8.103504734,22.859375,5.933779762,1246.09375,Resistance,0,3
78,126,112.5,9,6.412469719,19.7890625,3.52928753,737.6210937,Resistance,0,3
79,117,104.1152074,-3,5.156765754,24.90429687,1.845024956,398.5253906,Resistance,0,3
71,132,114.690583,13,5.128330429,19.20703125,2.291508305,508.7148437,Resistance,0,3
62,146,108.6866667,41,8.75072135,42.63085937,9.92157351,1478.314453,Aerobic,0,1
70,142,109.6961326,46,9.581726227,43.359375,9.110937499,1639.96875,Aerobic,0,1
74,139,116.65625,29,8.191874306,43.05859375,11.08123154,1407.316406,Aerobic,0,1
75,146,117.9291339,37,8.657123864,42.15625,9.417138287,1195.976562,Aerobic,0,1
68,160,114.6220472,-28,9.352114502,43.171875,10.60077195,1335.697265,Aerobic,0,1
56,129,90.92063492,-4,8.874331421,42.63085937,8.002953124,1000.369141,Aerobic,0,1
56,134,93.55801105,18,6.63328916,24.29882812,4.118827693,745.5078124,Resistance,0,3
69,137,97.51704545,-33,6.951211816,32.33398437,4.17313616,730.298828,Resistance,0,3
62,89,73.85,12,5.590993674,25.36328125,2.596365017,467.3457031,Resistance,0,3
62,107,85.60989011,17,4.190236766,16.9921875,1.482767179,268.3808593,Resistance,0,3
67,107,87.06077348,5,7.879317045,25.14453125,6.800857204,1224.154297,Resistance,0,3
59,123,82.89502762,3,6.409033014,24.0625,3.23148308,584.8984374,Resistance,0,3
70,137,111.5327511,56,5.098045474,20.3671875,2.201094438,499.6484374,Resistance,0,3
74,136,110.5128205,42,5.422697206,17.51953125,2.99940293,578.8847655,Resistance,0,3
59,126,97.98536585,35,5.242789257,19.27148437,2.194407393,449.8535156,Resistance,0,3
54,134,100.5592417,58,6.002988341,18.890625,3.526988636,737.1406249,Resistance,0,3
78,119,102.8442211,-1,5.625794643,21.09375,2.523605192,499.6738281,Resistance,0,3
56,116,89.40703518,-13,6.300705433,22.77539062,3.398655615,669.5351562,Resistance,0,3
71,136,109.3846154,-42,7.660280459,24.453125,11.90284813,2166.318359,Resistance,0,3
79,112,98.16483516,14,5.454954005,22.04296875,2.599287431,473.0703124,Resistance,0,3
68,111,87.64315353,6,3.141482443,18.625,0.67660319,162.3847656,Resistance,0,3
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Resistance,0,3
59,109,89.14364641,-6,5.434126972,19.6875,2.164301215,389.5742187,Resistance,0,3
67,121,86.96685083,-2,4.580349429,18.8203125,1.479033581,267.7050781,Resistance,0,3
71,138,103.8895028,2,9.67795837,27.9375,10.81202257,1946.164062,Aerobic,0,1
71,169,121.5303867,39,9.001623199,38.63671875,7.981234892,1444.603516,Aerobic,0,1
79,170,128.8076923,83,9.537058459,23.765625,11.83131224,2153.298828,Aerobic,0,1
69,168,121.0055556,49,8.947762663,42.48828125,7.902018229,1422.363281,Aerobic,0,1
73,170,129.85,55,9.98893854,33.17578125,12.28738064,2211.728516,Aerobic,0,1
76,164,114.8578199,20,9.902913264,33.7578125,9.618377976,2019.859375,Aerobic,0,1
77,157,109.8342541,6,5.583550207,21.4453125,2.667838541,480.2109374,Resistance,0,3
65,146,116.0718232,9,3.728541848,17.8984375,1.271636285,228.8945312,Resistance,0,3
62,140,115.3314917,11,4.232798245,16.13671875,1.628150897,294.6953124,Resistance,0,3
93,146,122.3922652,25,3.756833788,20.109375,1.084416005,196.2792968,Resistance,0,3
77,140,120.9005525,-6,3.901770258,17.98242187,1.435994238,257.0429687,Resistance,0,3
87,168,122.1279621,-15,4.133826909,18.625,1.485467269,313.4335937,Resistance,0,3
74,145,108.1286765,5,6.906058702,23.15625,4.608877709,1249.005859,Resistance,0,3
47,148,113.1888889,79,5.783847583,23.515625,2.922243923,526.0039062,Resistance,0,3
91,156,126.7473118,0,5.706128634,22.19140625,3.273658014,608.9003905,Resistance,0,3
76,88,80.05882353,-1,0,0,0,0,Resistance,0,3
74,168,133.4705882,-9,5.750952154,24.6875,2.390131468,444.5644531,Resistance,0,3
39,136,102.5240642,-6,7.88340595,27.04296875,4.802062331,893.1835936,Resistance,0,3
72,128,105.5,2,6.948808514,24.0625,4.564912683,853.6386717,Resistance,0,3
74,152,116.483871,-3,6.407665636,23.828125,3.884774667,839.111328,Resistance,0,3
93,164,132.103139,29,8.833243688,23.90625,8.727841227,1946.308594,Aerobic,0,1
74,160,131.3956835,-46,8.452390748,33.984375,8.835201539,1219.257812,Aerobic,0,1
72,149,121.6382979,-27,8.936353546,26.19140625,9.520680146,1780.367187,Aerobic,0,1
98,164,137.7202073,41,9.387438136,36.328125,8.994525177,1735.943359,Aerobic,0,1
70,152,126.1798942,11,8.805943227,25.11132812,9.358149101,1759.332031,Aerobic,0,1
74,151,124.6666667,-25,9.038747289,25.36328125,8.428436278,1618.259765,Aerobic,0,1
53,118,67.71563981,-17,2.343164266,15.18359375,0.48498593,102.3320313,Interval,0,2
59,98,71.31753555,5,2.222243852,13.43164062,0.437722156,92.35937498,Interval,0,2
56,135,105.0150376,11,8.490577145,21.75195312,9.808094454,1304.476562,Interval,0,2
61,124,89.88235294,10,9.187360668,27.33398437,7.641429227,1299.042969,Interval,0,2
66,123,99.08666667,-20,9.03900423,25.61523437,9.458853291,1409.36914,Interval,0,2
45,134,98.47586207,7,9.131741023,26.62304687,9.639879014,1388.142578,Interval,0,2
96,138,115.9338843,22,8.95415206,21.53515625,8.373401988,1013.181641,Interval,0,2
73,136,110.2330827,-2,9.304514196,28.91601562,8.575594814,1131.978515,Interval,0,2
80,148,105.5445545,25,8.558114868,26.10351562,6.752636718,675.2636718,Interval,0,2
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Interval,0,2
66,133,91.48120301,-19,8.908276677,28.51953125,6.924092457,920.9042968,Interval,0,2
83,138,114.3684211,25,6.78914216,22.77539062,3.761190084,500.2382812,Interval,0,2
75,154,121.8140704,-11,8.680281322,25.02734375,7.717743844,1528.113281,Aerobic,0,1
70,155,109.9333333,-32,10.7829165,43.62890625,9.694672399,1153.666016,Aerobic,0,1
68,136,100.0529801,-26,9.488174203,43.3125,7.025937499,1053.890625,Aerobic,0,1
92,149,119.4574468,10,9.28312647,40.33203125,10.26777657,1920.074219,Aerobic,0,1
73,150,120.6888889,25,8.899118527,28.80664062,8.5437717,1537.878906,Aerobic,0,1
82,146,119.4057971,12,10.52483471,43.77148437,8.677918364,1197.552734,Aerobic,0,1
59,187,135.5885417,55,8.42411393,30.87890625,5.975891113,1147.371094,Aerobic,0,1
61,149,123.0206186,66,8.774154817,30.95117187,6.045143363,1172.757812,Aerobic,0,1
56,171,118.8860104,-36,8.747109618,31.6875,9.410581282,1816.242187,Aerobic,0,1
72,190,142.4409449,26,8.099124155,40.08984375,11.10854454,1410.785156,Aerobic,0,1
56,158,126.8188976,20,7.737494367,28.03125,10.97536892,1382.896484,Aerobic,0,1
88,166,139.626943,68,8.566266582,33.796875,5.549283516,1071.011719,Aerobic,0,1
71,147,119.9395604,44,8.72846749,23.3046875,8.175019316,1487.853515,Aerobic,0,1
64,146,116.3425414,79,8.777338731,27.59765625,10.69259323,1935.359375,Aerobic,0,1
62,165,124.5303867,93,8.862379429,23.23046875,10.89912811,1972.742187,Aerobic,0,1
79,131,102.7127072,26,8.877757505,34.921875,9.393538501,1700.230469,Aerobic,0,1
70,162,123.6198347,28,8.06372395,34.8046875,11.71448864,1417.453125,Aerobic,0,1
79,152,110.9917355,52,8.029371666,42.203125,13.32278215,1612.05664,Aerobic,0,1
66,148,111.1910828,-24,7.975988496,25.3046875,8.798389923,1372.548828,Interval,0,2
44,135,97.58333333,18,7.854475944,25.61523437,8.883992512,1279.294922,Interval,0,2
73,165,118.7593985,-21,7.304044051,24.6640625,10.90838068,1439.90625,Interval,0,2
82,161,117.6275862,14,7.832472937,24.984375,10.83547953,1571.144531,Interval,0,2
54,142,101.5539568,-25,7.342597729,25.7578125,10.34311311,1427.349609,Interval,0,2
78,158,127.3333333,53,7.142843535,24.9375,11.40005095,1573.207031,Interval,0,2
71,163,129.3984962,-28,8.438281032,25.22460937,10.48141572,1383.546875,Interval,0,2
70,162,113.6357143,33,8.36928472,24.984375,9.649455914,1350.923828,Interval,0,2
65,134,107.6022099,27,9.605192702,37.70507812,7.811838107,1406.130859,Aerobic,0,1
60,146,109.3057851,22,8.425536796,42.63085937,12.18966471,1462.759765,Aerobic,0,1
68,152,123.7165354,67,9.455301164,44.62695312,11.18997601,1421.126953,Aerobic,0,1
70,149,119.7716535,26,8.750567727,25.4375,11.77128286,1483.181641,Aerobic,0,1
66,160,120.1496063,37,8.72306128,41.625,11.78384904,1496.548828,Aerobic,0,1
63,156,117.4173228,45,9.410302358,42.890625,12.38885642,1573.384766,Aerobic,0,1
76,126,98.95867769,13,9.037072138,28.82421875,8.281545429,985.5039061,Interval,0,2
66,135,105.7166667,-19,8.770029479,25.78320312,7.557552083,906.9062499,Interval,0,2
76,134,106.0661157,2,9.584284291,27.1328125,8.456321022,1023.214844,Interval,0,2
73,114,94.03937008,-3,8.274170333,27.65625,5.377552903,682.9492187,Interval,0,2
65,119,93.84210526,12,8.361134819,30.48046875,4.525801809,601.9316406,Interval,0,2
61,119,86.6119403,-2,8.741050855,27.08007812,4.871866254,652.830078,Interval,0,2
65,142,109.661157,12,6.923232266,24.85546875,12.97094525,1569.484375,Aerobic,0,1
73,142,107.8277778,56,9.057840429,27.94140625,8.806095058,1576.291015,Aerobic,0,1
71,136,112.2527473,35,9.17224881,24.0234375,9.391844353,1699.923828,Aerobic,0,1
83,139,119.1983471,47,6.524404829,23.28125,13.85282154,1676.191406,Aerobic,0,1
70,147,110.5027624,30,8.276115442,22.21875,9.643749999,1735.875,Aerobic,0,1
77,130,112.7127072,8,9.279375623,32.2265625,9.191697599,1663.697265,Aerobic,0,1
50,131,89.77514793,19,8.723295724,29.296875,6.459763299,1085.240234,Interval,0,2
72,156,108.8176796,23,6.972767438,28.96875,3.477419705,625.9355468,Interval,0,2
45,152,108.2872928,-36,8.316179146,30.859375,6.134366367,1110.320312,Interval,0,2
74,136,100.2375691,12,9.380780583,32.484375,7.074823031,1280.542969,Interval,0,2
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Interval,0,2
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Interval,0,2
58,154,103.9517241,52,9.148797784,32.01171875,5.979573567,861.0585936,Interval,0,2
60,111,83.52083333,5,8.755465273,28.51953125,9.588080511,1380.683594,Interval,0,2
46,115,86.05732484,49,9.031388929,25.3046875,10.09432592,1574.714844,Interval,0,2
55,110,87.60869565,40,9.058658037,28.73242187,9.589686929,1313.787109,Interval,0,2
54,120,90.48201439,1,9.450549519,31.0546875,8.395507812,1158.580078,Interval,0,2
79,129,107.6691729,22,9.149237401,28.80664062,11.41987782,1518.84375,Interval,0,2
68,119,98.39849624,1,9.609768627,33.328125,8.077934092,1074.365234,Interval,0,2
60,134,102.1428571,13,9.62158359,31.8515625,6.898158482,917.4550781,Interval,0,2
62,160,118.3965517,30,9.247661372,29.09960937,11.76324728,1352.773437,Interval,0,2
72,146,116.5263158,44,9.268194328,31.8828125,7.5407049,995.3730468,Interval,0,2
49,148,113.9072848,-26,8.918809711,29.8828125,6.363009622,960.814453,Interval,0,2
82,152,126.0991736,62,8.452180854,25.4296875,6.81007877,824.0195312,Interval,0,2
62,143,106.1060606,52,8.669868246,27.65625,6.913898496,905.720703,Interval,0,2
63,148,118.6818182,47,9.032115812,28.23242187,6.475275212,854.736328,Interval,0,2
66,145,110.4552239,65,8.278962418,27.81445312,4.731430736,634.0117186,Interval,0,2
50,146,95.43283582,-23,9.146218949,28.80859375,7.242025963,963.189453,Interval,0,2
50,150,115.2417582,-70,9.046367857,23.0078125,9.178349446,1661.28125,Interval,0,2
75,154,127.5303867,-40,8.129396502,21.75195312,6.163812933,1109.486328,Interval,0,2
51,135,108.6555556,38,7.925173901,33.328125,4.465657552,803.8183593,Interval,0,2
77,145,98.50549451,9,9.199580323,43.79882812,6.915389761,1251.685547,Interval,0,2
78,152,122.010989,53,8.310805489,25.8671875,7.003374565,1260.607422,Interval,0,2
88,139,113.8493151,18,8.108344962,25.1953125,5.987037136,874.1074218,Interval,0,2
63,142,101.3057851,59,7.069664417,30.84765625,15.05384114,1806.460937,Aerobic,0,1
75,144,115.6859504,33,7.264399508,40.16015625,15.59161784,1870.99414,Aerobic,0,1
71,142,117.6187845,-21,7.03403199,40.7421875,11.7539822,2115.716797,Aerobic,0,1
73,154,121.6010363,27,8.124082605,26.86328125,13.76571655,2643.017578,Aerobic,0,1
91,159,127.2066116,39,6.872455,30.875,11.31301653,1368.875,Aerobic,0,1
51,144,105.7833333,9,7.781804858,26.46875,4.342364263,777.283203,Interval,0,2
47,130,87.89403974,14,7.734038316,28.54882812,3.620403645,543.0605468,Interval,0,2
76,140,104.5364238,15,7.305533451,28.59375,2.998333333,449.75,Interval,0,2
60,122,94.22516556,34,7.798338841,27.5390625,3.993390418,603.0019531,Interval,0,2
99,142,116.602649,6,8.226373163,30.3671875,4.453551841,672.4863281,Interval,0,2
66,134,102.0657895,31,8.150678749,29.09375,4.575542249,695.4824218,Interval,0,2
